,scenario_id,var_vector,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
489,G_240,Consequentialist,weighted,-1.0,0.5254385964912281,0.3,-0.22543859649122816
490,G_275,Consequentialist,weighted,-1.0,0.15000000000000002,0.2333333333333333,0.08333333333333329
491,H_093,Consequentialist,weighted,-1.0,0.36666666666666664,0.35000000000000003,-0.016666666666666607
492,H_023,Consequentialist,weighted,-1.0,0.03333333333333333,0.09999999999999999,0.06666666666666665
493,G_227,Consequentialist,weighted,-1.0,0.8166666666666668,0.85,0.033333333333333215
494,H_084,Consequentialist,weighted,-1.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
495,G_109,Consequentialist,weighted,-1.0,0.3,0.2333333333333333,-0.06666666666666668
496,G_438,Consequentialist,weighted,-1.0,0.0,0.016666666666666666,0.016666666666666666
497,G_401,Consequentialist,weighted,-1.0,0.75,0.7333333333333334,-0.016666666666666607
498,G_482,Consequentialist,weighted,-1.0,0.2333333333333333,0.23333333333333336,5.551115123125783e-17
499,G_163,Consequentialist,weighted,-1.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
500,G_009,Consequentialist,weighted,-1.0,0.85,0.7666666666666667,-0.08333333333333326
501,G_312,Consequentialist,weighted,-1.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
502,G_044,Consequentialist,weighted,-1.0,0.4000000000000001,0.3666666666666667,-0.03333333333333338
503,H_027,Consequentialist,weighted,-1.0,0.65,0.6833333333333332,0.033333333333333215
504,G_195,Consequentialist,weighted,-1.0,0.21666666666666665,0.11666666666666668,-0.09999999999999996
505,G_347,Consequentialist,weighted,-1.0,0.6666666666666666,0.5499999999999999,-0.1166666666666667
506,G_149,Consequentialist,weighted,-1.0,0.7333333333333334,0.5,-0.2333333333333334
507,G_179,Consequentialist,weighted,-1.0,0.11666666666666665,0.15,0.03333333333333334
508,G_255,Consequentialist,weighted,-1.0,0.5499999999999999,0.4833333333333334,-0.06666666666666654
509,G_113,Consequentialist,weighted,-1.0,0.75,0.7666666666666666,0.016666666666666607
510,G_458,Consequentialist,weighted,-1.0,0.0,0.0,0.0
511,H_002,Consequentialist,weighted,-1.0,0.016666666666666666,0.016666666666666666,0.0
512,G_199,Consequentialist,weighted,0.0,0.9333333333333332,0.9333333333333332,0.0
513,G_269,Consequentialist,weighted,0.0,0.20000000000000004,0.20000000000000004,0.0
514,G_523,Consequentialist,weighted,0.0,0.9,0.9,0.0
515,G_123,Consequentialist,weighted,0.0,0.30000000000000004,0.30000000000000004,0.0
516,G_104,Consequentialist,weighted,0.0,0.049999999999999996,0.049999999999999996,0.0
517,H_088,Consequentialist,weighted,0.0,0.2333333333333333,0.2333333333333333,0.0
518,G_592,Consequentialist,weighted,0.0,0.8166666666666668,0.8166666666666668,0.0
519,H_087,Consequentialist,weighted,0.0,0.65,0.65,0.0
520,G_114,Consequentialist,weighted,0.0,0.4833333333333334,0.4833333333333334,0.0
521,G_240,Consequentialist,weighted,0.0,0.5254385964912281,0.5254385964912281,0.0
522,G_275,Consequentialist,weighted,0.0,0.15000000000000002,0.15000000000000002,0.0
523,H_093,Consequentialist,weighted,0.0,0.36666666666666664,0.36666666666666664,0.0
524,H_023,Consequentialist,weighted,0.0,0.03333333333333333,0.03333333333333333,0.0
525,G_227,Consequentialist,weighted,0.0,0.8166666666666668,0.8166666666666668,0.0
526,H_084,Consequentialist,weighted,0.0,0.9500000000000001,0.9500000000000001,0.0
527,G_109,Consequentialist,weighted,0.0,0.3,0.3,0.0
528,G_438,Consequentialist,weighted,0.0,0.0,0.0,0.0
529,G_401,Consequentialist,weighted,0.0,0.75,0.75,0.0
530,G_482,Consequentialist,weighted,0.0,0.2333333333333333,0.2333333333333333,0.0
531,G_163,Consequentialist,weighted,0.0,0.9500000000000001,0.9500000000000001,0.0
532,G_009,Consequentialist,weighted,0.0,0.85,0.85,0.0
533,G_312,Consequentialist,weighted,0.0,0.9500000000000001,0.9500000000000001,0.0
534,G_044,Consequentialist,weighted,0.0,0.4000000000000001,0.4000000000000001,0.0
535,H_027,Consequentialist,weighted,0.0,0.65,0.65,0.0
536,G_195,Consequentialist,weighted,0.0,0.21666666666666665,0.21666666666666665,0.0
537,G_347,Consequentialist,weighted,0.0,0.6666666666666666,0.6666666666666666,0.0
538,G_149,Consequentialist,weighted,0.0,0.7333333333333334,0.7333333333333334,0.0
539,G_179,Consequentialist,weighted,0.0,0.11666666666666665,0.11666666666666665,0.0
540,G_255,Consequentialist,weighted,0.0,0.5499999999999999,0.5499999999999999,0.0
541,G_113,Consequentialist,weighted,0.0,0.75,0.75,0.0
542,G_458,Consequentialist,weighted,0.0,0.0,0.0,0.0
543,H_002,Consequentialist,weighted,0.0,0.016666666666666666,0.016666666666666666,0.0
544,G_199,Consequentialist,weighted,1.0,0.9333333333333332,0.9166666666666666,-0.016666666666666607
545,G_269,Consequentialist,weighted,1.0,0.20000000000000004,0.25,0.04999999999999996
546,G_523,Consequentialist,weighted,1.0,0.9,0.9,0.0
547,G_123,Consequentialist,weighted,1.0,0.30000000000000004,0.4333333333333333,0.13333333333333325
548,G_104,Consequentialist,weighted,1.0,0.049999999999999996,0.049999999999999996,0.0
549,H_088,Consequentialist,weighted,1.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
550,G_592,Consequentialist,weighted,1.0,0.8166666666666668,0.8000000000000002,-0.016666666666666607
551,H_087,Consequentialist,weighted,1.0,0.65,0.7166666666666667,0.06666666666666665
552,G_114,Consequentialist,weighted,1.0,0.4833333333333334,0.6833333333333335,0.20000000000000007
553,G_240,Consequentialist,weighted,1.0,0.5254385964912281,0.5703703703703704,0.04493177387914227
554,G_275,Consequentialist,weighted,1.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
555,H_093,Consequentialist,weighted,1.0,0.36666666666666664,0.35000000000000003,-0.016666666666666607
556,H_023,Consequentialist,weighted,1.0,0.03333333333333333,0.21666666666666665,0.18333333333333332
557,G_227,Consequentialist,weighted,1.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
558,H_084,Consequentialist,weighted,1.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
559,G_109,Consequentialist,weighted,1.0,0.3,0.43333333333333335,0.13333333333333336
560,G_438,Consequentialist,weighted,1.0,0.0,0.0,0.0
561,G_401,Consequentialist,weighted,1.0,0.75,0.8333333333333334,0.08333333333333337
562,G_482,Consequentialist,weighted,1.0,0.2333333333333333,0.45,0.2166666666666667
563,G_163,Consequentialist,weighted,1.0,0.9500000000000001,0.8166666666666668,-0.1333333333333333
564,G_009,Consequentialist,weighted,1.0,0.85,0.8157894736842105,-0.03421052631578947
565,G_312,Consequentialist,weighted,1.0,0.9500000000000001,0.9,-0.050000000000000044
566,G_044,Consequentialist,weighted,1.0,0.4000000000000001,0.48333333333333334,0.08333333333333326
567,H_027,Consequentialist,weighted,1.0,0.65,0.75,0.09999999999999998
568,G_195,Consequentialist,weighted,1.0,0.21666666666666665,0.21666666666666667,2.7755575615628914e-17
569,G_347,Consequentialist,weighted,1.0,0.6666666666666666,0.556140350877193,-0.11052631578947358
570,G_149,Consequentialist,weighted,1.0,0.7333333333333334,0.7166666666666667,-0.01666666666666672
571,G_179,Consequentialist,weighted,1.0,0.11666666666666665,0.049999999999999996,-0.06666666666666665
572,G_255,Consequentialist,weighted,1.0,0.5499999999999999,0.5499999999999999,0.0
573,G_113,Consequentialist,weighted,1.0,0.75,0.7333333333333334,-0.016666666666666607
574,G_458,Consequentialist,weighted,1.0,0.0,0.016666666666666666,0.016666666666666666
575,H_002,Consequentialist,weighted,1.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
576,G_199,Consequentialist,weighted,2.0,0.9333333333333332,0.8833333333333333,-0.04999999999999993
577,G_269,Consequentialist,weighted,2.0,0.20000000000000004,0.25,0.04999999999999996
578,G_523,Consequentialist,weighted,2.0,0.9,0.9333333333333332,0.033333333333333215
579,G_123,Consequentialist,weighted,2.0,0.30000000000000004,0.5666666666666667,0.2666666666666666
580,G_104,Consequentialist,weighted,2.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
581,H_088,Consequentialist,weighted,2.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
582,G_592,Consequentialist,weighted,2.0,0.8166666666666668,0.85,0.033333333333333215
583,H_087,Consequentialist,weighted,2.0,0.65,0.7999999999999999,0.1499999999999999
584,G_114,Consequentialist,weighted,2.0,0.4833333333333334,0.7333333333333333,0.2499999999999999
585,G_240,Consequentialist,weighted,2.0,0.5254385964912281,0.5166666666666667,-0.00877192982456143
586,G_275,Consequentialist,weighted,2.0,0.15000000000000002,0.19999999999999998,0.04999999999999996
587,H_093,Consequentialist,weighted,2.0,0.36666666666666664,0.4000000000000001,0.03333333333333344
588,H_023,Consequentialist,weighted,2.0,0.03333333333333333,0.3666666666666667,0.33333333333333337
589,G_227,Consequentialist,weighted,2.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
590,H_084,Consequentialist,weighted,2.0,0.9500000000000001,0.9,-0.050000000000000044
591,G_109,Consequentialist,weighted,2.0,0.3,0.5666666666666667,0.26666666666666666
592,G_438,Consequentialist,weighted,2.0,0.0,0.09999999999999999,0.09999999999999999
593,G_401,Consequentialist,weighted,2.0,0.75,0.7333333333333334,-0.016666666666666607
594,G_482,Consequentialist,weighted,2.0,0.2333333333333333,0.4166666666666667,0.18333333333333338
595,G_163,Consequentialist,weighted,2.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
596,G_009,Consequentialist,weighted,2.0,0.85,0.75,-0.09999999999999998
597,G_312,Consequentialist,weighted,2.0,0.9500000000000001,0.85,-0.10000000000000009
598,G_044,Consequentialist,weighted,2.0,0.4000000000000001,0.5166666666666667,0.11666666666666664
599,H_027,Consequentialist,weighted,2.0,0.65,0.8333333333333334,0.18333333333333335
600,G_195,Consequentialist,weighted,2.0,0.21666666666666665,0.5114035087719299,0.2947368421052632
601,G_347,Consequentialist,weighted,2.0,0.6666666666666666,0.6,-0.06666666666666665
602,G_149,Consequentialist,weighted,2.0,0.7333333333333334,0.8166666666666668,0.08333333333333337
603,G_179,Consequentialist,weighted,2.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
604,G_255,Consequentialist,weighted,2.0,0.5499999999999999,0.5,-0.04999999999999993
605,G_113,Consequentialist,weighted,2.0,0.75,0.7833333333333333,0.033333333333333326
606,G_458,Consequentialist,weighted,2.0,0.0,0.0,0.0
607,H_002,Consequentialist,weighted,2.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
608,G_199,Consequentialist,weighted,3.0,0.9333333333333332,0.8833333333333333,-0.04999999999999993
609,G_269,Consequentialist,weighted,3.0,0.20000000000000004,0.25,0.04999999999999996
610,G_523,Consequentialist,weighted,3.0,0.9,0.9,0.0
611,G_123,Consequentialist,weighted,3.0,0.30000000000000004,0.6333333333333334,0.33333333333333337
612,G_104,Consequentialist,weighted,3.0,0.049999999999999996,0.06666666666666667,0.01666666666666667
613,H_088,Consequentialist,weighted,3.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
614,G_592,Consequentialist,weighted,3.0,0.8166666666666668,0.7824561403508771,-0.03421052631578969
615,H_087,Consequentialist,weighted,3.0,0.65,0.7666666666666666,0.11666666666666659
616,G_114,Consequentialist,weighted,3.0,0.4833333333333334,0.7833333333333333,0.29999999999999993
617,G_240,Consequentialist,weighted,3.0,0.5254385964912281,0.5956140350877193,0.07017543859649111
618,G_275,Consequentialist,weighted,3.0,0.15000000000000002,0.13333333333333333,-0.01666666666666669
619,H_093,Consequentialist,weighted,3.0,0.36666666666666664,0.3,-0.06666666666666665
620,H_023,Consequentialist,weighted,3.0,0.03333333333333333,0.4333333333333333,0.39999999999999997
621,G_227,Consequentialist,weighted,3.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
622,H_084,Consequentialist,weighted,3.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
623,G_109,Consequentialist,weighted,3.0,0.3,0.5499999999999999,0.24999999999999994
624,G_438,Consequentialist,weighted,3.0,0.0,0.17280701754385966,0.17280701754385966
625,G_401,Consequentialist,weighted,3.0,0.75,0.7000000000000001,-0.04999999999999993
626,G_482,Consequentialist,weighted,3.0,0.2333333333333333,0.5,0.2666666666666667
627,G_163,Consequentialist,weighted,3.0,0.9500000000000001,0.75,-0.20000000000000007
628,G_009,Consequentialist,weighted,3.0,0.85,0.85,0.0
629,G_312,Consequentialist,weighted,3.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
630,G_044,Consequentialist,weighted,3.0,0.4000000000000001,0.6271929824561404,0.22719298245614034
631,H_027,Consequentialist,weighted,3.0,0.65,0.7833333333333333,0.1333333333333333
632,G_195,Consequentialist,weighted,3.0,0.21666666666666665,0.5,0.2833333333333333
633,G_347,Consequentialist,weighted,3.0,0.6666666666666666,0.6333333333333333,-0.033333333333333326
634,G_149,Consequentialist,weighted,3.0,0.7333333333333334,0.75,0.016666666666666607
635,G_179,Consequentialist,weighted,3.0,0.11666666666666665,0.13333333333333333,0.016666666666666677
636,G_255,Consequentialist,weighted,3.0,0.5499999999999999,0.5499999999999999,0.0
637,G_113,Consequentialist,weighted,3.0,0.75,0.7333333333333334,-0.016666666666666607
638,G_458,Consequentialist,weighted,3.0,0.0,0.0,0.0
639,H_002,Consequentialist,weighted,3.0,0.016666666666666666,0.09999999999999999,0.08333333333333333
640,G_199,Consequentialist,weighted,4.0,0.9333333333333332,0.9166666666666666,-0.016666666666666607
641,G_269,Consequentialist,weighted,4.0,0.20000000000000004,0.3666666666666667,0.16666666666666666
642,G_523,Consequentialist,weighted,4.0,0.9,0.9,0.0
643,G_123,Consequentialist,weighted,4.0,0.30000000000000004,0.7833333333333333,0.4833333333333333
644,G_104,Consequentialist,weighted,4.0,0.049999999999999996,0.09999999999999999,0.049999999999999996
645,H_088,Consequentialist,weighted,4.0,0.2333333333333333,0.25,0.01666666666666669
646,G_592,Consequentialist,weighted,4.0,0.8166666666666668,0.85,0.033333333333333215
647,H_087,Consequentialist,weighted,4.0,0.65,0.7999999999999999,0.1499999999999999
648,G_114,Consequentialist,weighted,4.0,0.4833333333333334,0.85,0.3666666666666666
649,G_240,Consequentialist,weighted,4.0,0.5254385964912281,0.6640350877192982,0.13859649122807005
650,G_275,Consequentialist,weighted,4.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
651,H_093,Consequentialist,weighted,4.0,0.36666666666666664,0.4043859649122807,0.03771929824561404
652,H_023,Consequentialist,weighted,4.0,0.03333333333333333,0.55,0.5166666666666667
653,G_227,Consequentialist,weighted,4.0,0.8166666666666668,0.9,0.08333333333333326
654,H_084,Consequentialist,weighted,4.0,0.9500000000000001,0.9500000000000001,0.0
655,G_109,Consequentialist,weighted,4.0,0.3,0.6166666666666667,0.3166666666666667
656,G_438,Consequentialist,weighted,4.0,0.0,0.1219298245614035,0.1219298245614035
657,G_401,Consequentialist,weighted,4.0,0.75,0.7333333333333334,-0.016666666666666607
658,G_482,Consequentialist,weighted,4.0,0.2333333333333333,0.48333333333333334,0.25
659,G_163,Consequentialist,weighted,4.0,0.9500000000000001,0.6833333333333332,-0.26666666666666683
660,G_009,Consequentialist,weighted,4.0,0.85,0.85,0.0
661,G_312,Consequentialist,weighted,4.0,0.9500000000000001,0.8166666666666668,-0.1333333333333333
662,G_044,Consequentialist,weighted,4.0,0.4000000000000001,0.6166666666666667,0.21666666666666662
663,H_027,Consequentialist,weighted,4.0,0.65,0.8000000000000002,0.15000000000000013
664,G_195,Consequentialist,weighted,4.0,0.21666666666666665,0.43333333333333335,0.2166666666666667
665,G_347,Consequentialist,weighted,4.0,0.6666666666666666,0.5666666666666668,-0.09999999999999987
666,G_149,Consequentialist,weighted,4.0,0.7333333333333334,0.7833333333333333,0.04999999999999993
667,G_179,Consequentialist,weighted,4.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
668,G_255,Consequentialist,weighted,4.0,0.5499999999999999,0.35701754385964907,-0.19298245614035087
669,G_113,Consequentialist,weighted,4.0,0.75,0.8166666666666668,0.06666666666666676
670,G_458,Consequentialist,weighted,4.0,0.0,0.0,0.0
671,H_002,Consequentialist,weighted,4.0,0.016666666666666666,0.15,0.13333333333333333
672,G_199,Consequentialist,weighted,5.0,0.9333333333333332,0.8333333333333334,-0.09999999999999987
673,G_269,Consequentialist,weighted,5.0,0.20000000000000004,0.2833333333333334,0.08333333333333334
674,G_523,Consequentialist,weighted,5.0,0.9,0.8666666666666667,-0.033333333333333326
675,G_123,Consequentialist,weighted,5.0,0.30000000000000004,0.75,0.44999999999999996
676,G_104,Consequentialist,weighted,5.0,0.049999999999999996,0.10000000000000002,0.050000000000000024
677,H_088,Consequentialist,weighted,5.0,0.2333333333333333,0.35000000000000003,0.11666666666666672
678,G_592,Consequentialist,weighted,5.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
679,H_087,Consequentialist,weighted,5.0,0.65,0.85,0.19999999999999996
680,G_114,Consequentialist,weighted,5.0,0.4833333333333334,0.85,0.3666666666666666
681,G_240,Consequentialist,weighted,5.0,0.5254385964912281,0.6298245614035087,0.10438596491228058
682,G_275,Consequentialist,weighted,5.0,0.15000000000000002,0.31666666666666665,0.16666666666666663
683,H_093,Consequentialist,weighted,5.0,0.36666666666666664,0.4333333333333333,0.06666666666666665
684,H_023,Consequentialist,weighted,5.0,0.03333333333333333,0.65,0.6166666666666667
685,G_227,Consequentialist,weighted,5.0,0.8166666666666668,0.85,0.033333333333333215
686,H_084,Consequentialist,weighted,5.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
687,G_109,Consequentialist,weighted,5.0,0.3,0.6833333333333332,0.38333333333333325
688,G_438,Consequentialist,weighted,5.0,0.0,0.35000000000000003,0.35000000000000003
689,G_401,Consequentialist,weighted,5.0,0.75,0.7333333333333334,-0.016666666666666607
690,G_482,Consequentialist,weighted,5.0,0.2333333333333333,0.5640350877192982,0.33070175438596494
691,G_163,Consequentialist,weighted,5.0,0.9500000000000001,0.7640350877192983,-0.18596491228070178
692,G_009,Consequentialist,weighted,5.0,0.85,0.7833333333333333,-0.06666666666666665
693,G_312,Consequentialist,weighted,5.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
694,G_044,Consequentialist,weighted,5.0,0.4000000000000001,0.75,0.3499999999999999
695,H_027,Consequentialist,weighted,5.0,0.65,0.7657894736842105,0.11578947368421044
696,G_195,Consequentialist,weighted,5.0,0.21666666666666665,0.55,0.33333333333333337
697,G_347,Consequentialist,weighted,5.0,0.6666666666666666,0.5228070175438596,-0.14385964912280702
698,G_149,Consequentialist,weighted,5.0,0.7333333333333334,0.8166666666666668,0.08333333333333337
699,G_179,Consequentialist,weighted,5.0,0.11666666666666665,0.08421052631578947,-0.03245614035087718
700,G_255,Consequentialist,weighted,5.0,0.5499999999999999,0.4000000000000001,-0.14999999999999986
701,G_113,Consequentialist,weighted,5.0,0.75,0.8166666666666668,0.06666666666666676
702,G_458,Consequentialist,weighted,5.0,0.0,0.0,0.0
703,H_002,Consequentialist,weighted,5.0,0.016666666666666666,0.16666666666666666,0.15
704,G_199,Emotional,unweighted,-5.0,0.9333333333333332,0.7833333333333333,-0.1499999999999999
705,G_269,Emotional,unweighted,-5.0,0.20000000000000004,0.11666666666666665,-0.08333333333333338
706,G_523,Emotional,unweighted,-5.0,0.9,0.9833333333333334,0.08333333333333337
707,G_123,Emotional,unweighted,-5.0,0.30000000000000004,0.18333333333333335,-0.1166666666666667
708,G_104,Emotional,unweighted,-5.0,0.049999999999999996,0.15,0.1
709,H_088,Emotional,unweighted,-5.0,0.2333333333333333,0.15,-0.08333333333333331
710,G_592,Emotional,unweighted,-5.0,0.8166666666666668,0.6833333333333332,-0.13333333333333353
711,H_087,Emotional,unweighted,-5.0,0.65,0.3666666666666667,-0.2833333333333333
712,G_114,Emotional,unweighted,-5.0,0.4833333333333334,0.26666666666666666,-0.21666666666666673
713,G_240,Emotional,unweighted,-5.0,0.5254385964912281,0.425438596491228,-0.10000000000000014
714,G_275,Emotional,unweighted,-5.0,0.15000000000000002,0.25,0.09999999999999998
715,H_093,Emotional,unweighted,-5.0,0.36666666666666664,0.3166666666666667,-0.04999999999999993
716,H_023,Emotional,unweighted,-5.0,0.03333333333333333,0.15,0.11666666666666667
717,G_227,Emotional,unweighted,-5.0,0.8166666666666668,0.7999999999999999,-0.01666666666666683
718,H_084,Emotional,unweighted,-5.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
719,G_109,Emotional,unweighted,-5.0,0.3,0.18333333333333335,-0.11666666666666664
720,G_438,Emotional,unweighted,-5.0,0.0,0.016666666666666666,0.016666666666666666
721,G_401,Emotional,unweighted,-5.0,0.75,0.6973684210526315,-0.052631578947368474
722,G_482,Emotional,unweighted,-5.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
723,G_163,Emotional,unweighted,-5.0,0.9500000000000001,0.7999999999999999,-0.15000000000000013
724,G_009,Emotional,unweighted,-5.0,0.85,0.8166666666666668,-0.033333333333333215
725,G_312,Emotional,unweighted,-5.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
726,G_044,Emotional,unweighted,-5.0,0.4000000000000001,0.3333333333333333,-0.06666666666666676
727,H_027,Emotional,unweighted,-5.0,0.65,0.65,0.0
728,G_195,Emotional,unweighted,-5.0,0.21666666666666665,0.21666666666666667,2.7755575615628914e-17
729,G_347,Emotional,unweighted,-5.0,0.6666666666666666,0.3666666666666667,-0.29999999999999993
730,G_149,Emotional,unweighted,-5.0,0.7333333333333334,0.5333333333333333,-0.20000000000000007
731,G_179,Emotional,unweighted,-5.0,0.11666666666666665,0.16666666666666666,0.05
732,G_255,Emotional,unweighted,-5.0,0.5499999999999999,0.48333333333333334,-0.0666666666666666
733,G_113,Emotional,unweighted,-5.0,0.75,0.6,-0.15000000000000002
734,G_458,Emotional,unweighted,-5.0,0.0,0.016666666666666666,0.016666666666666666
735,H_002,Emotional,unweighted,-5.0,0.016666666666666666,0.13333333333333333,0.11666666666666667
736,G_199,Emotional,unweighted,-4.0,0.9333333333333332,0.8166666666666668,-0.11666666666666647
737,G_269,Emotional,unweighted,-4.0,0.20000000000000004,0.15,-0.050000000000000044
738,G_523,Emotional,unweighted,-4.0,0.9,0.8666666666666667,-0.033333333333333326
739,G_123,Emotional,unweighted,-4.0,0.30000000000000004,0.16666666666666666,-0.1333333333333334
740,G_104,Emotional,unweighted,-4.0,0.049999999999999996,0.13333333333333333,0.08333333333333334
741,H_088,Emotional,unweighted,-4.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
742,G_592,Emotional,unweighted,-4.0,0.8166666666666668,0.75,-0.06666666666666676
743,H_087,Emotional,unweighted,-4.0,0.65,0.4666666666666666,-0.1833333333333334
744,G_114,Emotional,unweighted,-4.0,0.4833333333333334,0.39999999999999997,-0.08333333333333343
745,G_240,Emotional,unweighted,-4.0,0.5254385964912281,0.31666666666666665,-0.2087719298245615
746,G_275,Emotional,unweighted,-4.0,0.15000000000000002,0.25,0.09999999999999998
747,H_093,Emotional,unweighted,-4.0,0.36666666666666664,0.3333333333333333,-0.033333333333333326
748,H_023,Emotional,unweighted,-4.0,0.03333333333333333,0.016666666666666666,-0.016666666666666666
749,G_227,Emotional,unweighted,-4.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
750,H_084,Emotional,unweighted,-4.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
751,G_109,Emotional,unweighted,-4.0,0.3,0.19999999999999998,-0.1
752,G_438,Emotional,unweighted,-4.0,0.0,0.0,0.0
753,G_401,Emotional,unweighted,-4.0,0.75,0.65,-0.09999999999999998
754,G_482,Emotional,unweighted,-4.0,0.2333333333333333,0.2350877192982456,0.0017543859649122862
755,G_163,Emotional,unweighted,-4.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
756,G_009,Emotional,unweighted,-4.0,0.85,0.6833333333333332,-0.16666666666666674
757,G_312,Emotional,unweighted,-4.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
758,G_044,Emotional,unweighted,-4.0,0.4000000000000001,0.2833333333333333,-0.11666666666666675
759,H_027,Emotional,unweighted,-4.0,0.65,0.5333333333333333,-0.1166666666666667
760,G_195,Emotional,unweighted,-4.0,0.21666666666666665,0.19999999999999998,-0.016666666666666663
761,G_347,Emotional,unweighted,-4.0,0.6666666666666666,0.45,-0.21666666666666662
762,G_149,Emotional,unweighted,-4.0,0.7333333333333334,0.5499999999999999,-0.18333333333333346
763,G_179,Emotional,unweighted,-4.0,0.11666666666666665,0.16666666666666666,0.05
764,G_255,Emotional,unweighted,-4.0,0.5499999999999999,0.55,1.1102230246251565e-16
765,G_113,Emotional,unweighted,-4.0,0.75,0.5666666666666667,-0.18333333333333335
766,G_458,Emotional,unweighted,-4.0,0.0,0.0,0.0
767,H_002,Emotional,unweighted,-4.0,0.016666666666666666,0.09999999999999999,0.08333333333333333
768,G_199,Emotional,unweighted,-3.0,0.9333333333333332,0.9,-0.033333333333333215
769,G_269,Emotional,unweighted,-3.0,0.20000000000000004,0.13333333333333333,-0.06666666666666671
770,G_523,Emotional,unweighted,-3.0,0.9,0.85,-0.050000000000000044
771,G_123,Emotional,unweighted,-3.0,0.30000000000000004,0.15,-0.15000000000000005
772,G_104,Emotional,unweighted,-3.0,0.049999999999999996,0.11666666666666665,0.06666666666666665
773,H_088,Emotional,unweighted,-3.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
774,G_592,Emotional,unweighted,-3.0,0.8166666666666668,0.75,-0.06666666666666676
775,H_087,Emotional,unweighted,-3.0,0.65,0.5333333333333333,-0.1166666666666667
776,G_114,Emotional,unweighted,-3.0,0.4833333333333334,0.34035087719298246,-0.14298245614035093
777,G_240,Emotional,unweighted,-3.0,0.5254385964912281,0.48333333333333334,-0.04210526315789481
778,G_275,Emotional,unweighted,-3.0,0.15000000000000002,0.15,-2.7755575615628914e-17
779,H_093,Emotional,unweighted,-3.0,0.36666666666666664,0.2333333333333333,-0.13333333333333333
780,H_023,Emotional,unweighted,-3.0,0.03333333333333333,0.13333333333333333,0.1
781,G_227,Emotional,unweighted,-3.0,0.8166666666666668,0.85,0.033333333333333215
782,H_084,Emotional,unweighted,-3.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
783,G_109,Emotional,unweighted,-3.0,0.3,0.3333333333333333,0.033333333333333326
784,G_438,Emotional,unweighted,-3.0,0.0,0.05000000000000001,0.05000000000000001
785,G_401,Emotional,unweighted,-3.0,0.75,0.7482456140350878,-0.0017543859649121751
786,G_482,Emotional,unweighted,-3.0,0.2333333333333333,0.39999999999999997,0.16666666666666666
787,G_163,Emotional,unweighted,-3.0,0.9500000000000001,0.7833333333333332,-0.16666666666666685
788,G_009,Emotional,unweighted,-3.0,0.85,0.7833333333333333,-0.06666666666666665
789,G_312,Emotional,unweighted,-3.0,0.9500000000000001,0.9500000000000001,0.0
790,G_044,Emotional,unweighted,-3.0,0.4000000000000001,0.2833333333333334,-0.1166666666666667
791,H_027,Emotional,unweighted,-3.0,0.65,0.5833333333333334,-0.06666666666666665
792,G_195,Emotional,unweighted,-3.0,0.21666666666666665,0.23333333333333336,0.01666666666666672
793,G_347,Emotional,unweighted,-3.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333
794,G_149,Emotional,unweighted,-3.0,0.7333333333333334,0.6,-0.13333333333333341
795,G_179,Emotional,unweighted,-3.0,0.11666666666666665,0.16666666666666666,0.05
796,G_255,Emotional,unweighted,-3.0,0.5499999999999999,0.4166666666666667,-0.13333333333333325
797,G_113,Emotional,unweighted,-3.0,0.75,0.7000000000000001,-0.04999999999999993
798,G_458,Emotional,unweighted,-3.0,0.0,0.016666666666666666,0.016666666666666666
