,scenario_id,var_vector,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
1045,G_312,Emotional,unweighted,5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1046,G_044,Emotional,unweighted,5.0,0.4000000000000001,0.43333333333333335,0.03333333333333327
1047,H_027,Emotional,unweighted,5.0,0.65,0.8000000000000002,0.15000000000000013
1048,G_195,Emotional,unweighted,5.0,0.21666666666666665,0.2833333333333333,0.06666666666666668
1049,G_347,Emotional,unweighted,5.0,0.6666666666666666,0.6833333333333332,0.016666666666666607
1050,G_149,Emotional,unweighted,5.0,0.7333333333333334,0.7999999999999999,0.06666666666666654
1051,G_179,Emotional,unweighted,5.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
1052,G_255,Emotional,unweighted,5.0,0.5499999999999999,0.6,0.050000000000000044
1053,G_113,Emotional,unweighted,5.0,0.75,0.8833333333333333,0.1333333333333333
1054,G_458,Emotional,unweighted,5.0,0.0,0.0,0.0
1055,H_002,Emotional,unweighted,5.0,0.016666666666666666,0.03333333333333333,0.016666666666666666
1056,G_199,Emotional,weighted,-5.0,0.9333333333333332,0.4666666666666666,-0.4666666666666666
1057,G_269,Emotional,weighted,-5.0,0.20000000000000004,0.10000000000000002,-0.10000000000000002
1058,G_523,Emotional,weighted,-5.0,0.9,0.8333333333333334,-0.06666666666666665
1059,G_123,Emotional,weighted,-5.0,0.30000000000000004,0.18333333333333335,-0.1166666666666667
1060,G_104,Emotional,weighted,-5.0,0.049999999999999996,0.18333333333333335,0.13333333333333336
1061,H_088,Emotional,weighted,-5.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1062,G_592,Emotional,weighted,-5.0,0.8166666666666668,0.43333333333333335,-0.3833333333333334
1063,H_087,Emotional,weighted,-5.0,0.65,0.16666666666666666,-0.4833333333333334
1064,G_114,Emotional,weighted,-5.0,0.4833333333333334,0.20000000000000004,-0.2833333333333333
1065,G_240,Emotional,weighted,-5.0,0.5254385964912281,0.2236842105263158,-0.30175438596491233
1066,G_275,Emotional,weighted,-5.0,0.15000000000000002,0.4280701754385965,0.27807017543859647
1067,H_093,Emotional,weighted,-5.0,0.36666666666666664,0.25087719298245614,-0.1157894736842105
1068,H_023,Emotional,weighted,-5.0,0.03333333333333333,0.16666666666666666,0.13333333333333333
1069,G_227,Emotional,weighted,-5.0,0.8166666666666668,0.4666666666666666,-0.35000000000000014
1070,H_084,Emotional,weighted,-5.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
1071,G_109,Emotional,weighted,-5.0,0.3,0.11666666666666665,-0.18333333333333335
1072,G_438,Emotional,weighted,-5.0,0.0,0.15,0.15
1073,G_401,Emotional,weighted,-5.0,0.75,0.5666666666666667,-0.18333333333333335
1074,G_482,Emotional,weighted,-5.0,0.2333333333333333,0.25,0.01666666666666669
1075,G_163,Emotional,weighted,-5.0,0.9500000000000001,0.6333333333333333,-0.31666666666666676
1076,G_009,Emotional,weighted,-5.0,0.85,0.5166666666666666,-0.33333333333333337
1077,G_312,Emotional,weighted,-5.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
1078,G_044,Emotional,weighted,-5.0,0.4000000000000001,0.19999999999999998,-0.2000000000000001
1079,H_027,Emotional,weighted,-5.0,0.65,0.18333333333333335,-0.4666666666666667
1080,G_195,Emotional,weighted,-5.0,0.21666666666666665,0.13333333333333333,-0.08333333333333331
1081,G_347,Emotional,weighted,-5.0,0.6666666666666666,0.3201754385964912,-0.3464912280701754
1082,G_149,Emotional,weighted,-5.0,0.7333333333333334,0.3833333333333333,-0.3500000000000001
1083,G_179,Emotional,weighted,-5.0,0.11666666666666665,0.16666666666666666,0.05
1084,G_255,Emotional,weighted,-5.0,0.5499999999999999,0.4526315789473685,-0.09736842105263144
1085,G_113,Emotional,weighted,-5.0,0.75,0.3333333333333333,-0.4166666666666667
1086,G_458,Emotional,weighted,-5.0,0.0,0.15,0.15
1087,H_002,Emotional,weighted,-5.0,0.016666666666666666,0.16666666666666666,0.15
1088,G_199,Emotional,weighted,-4.0,0.9333333333333332,0.6833333333333332,-0.25
1089,G_269,Emotional,weighted,-4.0,0.20000000000000004,0.20000000000000004,0.0
1090,G_523,Emotional,weighted,-4.0,0.9,0.9,0.0
1091,G_123,Emotional,weighted,-4.0,0.30000000000000004,0.16666666666666666,-0.1333333333333334
1092,G_104,Emotional,weighted,-4.0,0.049999999999999996,0.15,0.1
1093,H_088,Emotional,weighted,-4.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1094,G_592,Emotional,weighted,-4.0,0.8166666666666668,0.5166666666666667,-0.30000000000000004
1095,H_087,Emotional,weighted,-4.0,0.65,0.21666666666666667,-0.43333333333333335
1096,G_114,Emotional,weighted,-4.0,0.4833333333333334,0.08333333333333333,-0.4000000000000001
1097,G_240,Emotional,weighted,-4.0,0.5254385964912281,0.2894736842105263,-0.23596491228070182
1098,G_275,Emotional,weighted,-4.0,0.15000000000000002,0.4666666666666666,0.3166666666666666
1099,H_093,Emotional,weighted,-4.0,0.36666666666666664,0.16666666666666666,-0.19999999999999998
1100,H_023,Emotional,weighted,-4.0,0.03333333333333333,0.13333333333333333,0.1
1101,G_227,Emotional,weighted,-4.0,0.8166666666666668,0.7166666666666667,-0.10000000000000009
1102,H_084,Emotional,weighted,-4.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
1103,G_109,Emotional,weighted,-4.0,0.3,0.15,-0.15
1104,G_438,Emotional,weighted,-4.0,0.0,0.11666666666666665,0.11666666666666665
1105,G_401,Emotional,weighted,-4.0,0.75,0.5833333333333334,-0.16666666666666663
1106,G_482,Emotional,weighted,-4.0,0.2333333333333333,0.2333333333333333,0.0
1107,G_163,Emotional,weighted,-4.0,0.9500000000000001,0.6956140350877194,-0.2543859649122807
1108,G_009,Emotional,weighted,-4.0,0.85,0.65,-0.19999999999999996
1109,G_312,Emotional,weighted,-4.0,0.9500000000000001,0.9500000000000001,0.0
1110,G_044,Emotional,weighted,-4.0,0.4000000000000001,0.21666666666666667,-0.1833333333333334
1111,H_027,Emotional,weighted,-4.0,0.65,0.26666666666666666,-0.38333333333333336
1112,G_195,Emotional,weighted,-4.0,0.21666666666666665,0.09999999999999999,-0.11666666666666665
1113,G_347,Emotional,weighted,-4.0,0.6666666666666666,0.30000000000000004,-0.3666666666666666
1114,G_149,Emotional,weighted,-4.0,0.7333333333333334,0.35000000000000003,-0.38333333333333336
1115,G_179,Emotional,weighted,-4.0,0.11666666666666665,0.16666666666666666,0.05
1116,G_255,Emotional,weighted,-4.0,0.5499999999999999,0.5333333333333333,-0.016666666666666607
1117,G_113,Emotional,weighted,-4.0,0.75,0.3833333333333333,-0.3666666666666667
1118,G_458,Emotional,weighted,-4.0,0.0,0.08333333333333333,0.08333333333333333
1119,H_002,Emotional,weighted,-4.0,0.016666666666666666,0.15,0.13333333333333333
1120,G_199,Emotional,weighted,-3.0,0.9333333333333332,0.7333333333333334,-0.19999999999999984
1121,G_269,Emotional,weighted,-3.0,0.20000000000000004,0.18333333333333335,-0.01666666666666669
1122,G_523,Emotional,weighted,-3.0,0.9,0.9,0.0
1123,G_123,Emotional,weighted,-3.0,0.30000000000000004,0.15,-0.15000000000000005
1124,G_104,Emotional,weighted,-3.0,0.049999999999999996,0.15,0.1
1125,H_088,Emotional,weighted,-3.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
1126,G_592,Emotional,weighted,-3.0,0.8166666666666668,0.6333333333333333,-0.18333333333333346
1127,H_087,Emotional,weighted,-3.0,0.65,0.26666666666666666,-0.38333333333333336
1128,G_114,Emotional,weighted,-3.0,0.4833333333333334,0.20000000000000004,-0.2833333333333333
1129,G_240,Emotional,weighted,-3.0,0.5254385964912281,0.26666666666666666,-0.2587719298245615
1130,G_275,Emotional,weighted,-3.0,0.15000000000000002,0.3333333333333333,0.1833333333333333
1131,H_093,Emotional,weighted,-3.0,0.36666666666666664,0.25,-0.11666666666666664
1132,H_023,Emotional,weighted,-3.0,0.03333333333333333,0.13333333333333333,0.1
1133,G_227,Emotional,weighted,-3.0,0.8166666666666668,0.7333333333333333,-0.08333333333333348
1134,H_084,Emotional,weighted,-3.0,0.9500000000000001,0.85,-0.10000000000000009
1135,G_109,Emotional,weighted,-3.0,0.3,0.13333333333333333,-0.16666666666666666
1136,G_438,Emotional,weighted,-3.0,0.0,0.049999999999999996,0.049999999999999996
1137,G_401,Emotional,weighted,-3.0,0.75,0.6666666666666666,-0.08333333333333337
1138,G_482,Emotional,weighted,-3.0,0.2333333333333333,0.25,0.01666666666666669
1139,G_163,Emotional,weighted,-3.0,0.9500000000000001,0.75,-0.20000000000000007
1140,G_009,Emotional,weighted,-3.0,0.85,0.65,-0.19999999999999996
1141,G_312,Emotional,weighted,-3.0,0.9500000000000001,0.9500000000000001,0.0
1142,G_044,Emotional,weighted,-3.0,0.4000000000000001,0.26666666666666666,-0.13333333333333341
1143,H_027,Emotional,weighted,-3.0,0.65,0.26666666666666666,-0.38333333333333336
1144,G_195,Emotional,weighted,-3.0,0.21666666666666665,0.08333333333333333,-0.1333333333333333
1145,G_347,Emotional,weighted,-3.0,0.6666666666666666,0.3666666666666667,-0.29999999999999993
1146,G_149,Emotional,weighted,-3.0,0.7333333333333334,0.45,-0.2833333333333334
1147,G_179,Emotional,weighted,-3.0,0.11666666666666665,0.16666666666666666,0.05
1148,G_255,Emotional,weighted,-3.0,0.5499999999999999,0.5166666666666666,-0.033333333333333326
1149,G_113,Emotional,weighted,-3.0,0.75,0.43333333333333335,-0.31666666666666665
1150,G_458,Emotional,weighted,-3.0,0.0,0.03333333333333333,0.03333333333333333
1151,H_002,Emotional,weighted,-3.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
1152,G_199,Emotional,weighted,-2.0,0.9333333333333332,0.7833333333333333,-0.1499999999999999
1153,G_269,Emotional,weighted,-2.0,0.20000000000000004,0.18333333333333335,-0.01666666666666669
1154,G_523,Emotional,weighted,-2.0,0.9,0.9333333333333332,0.033333333333333215
1155,G_123,Emotional,weighted,-2.0,0.30000000000000004,0.11666666666666665,-0.1833333333333334
1156,G_104,Emotional,weighted,-2.0,0.049999999999999996,0.13333333333333333,0.08333333333333334
1157,H_088,Emotional,weighted,-2.0,0.2333333333333333,0.15,-0.08333333333333331
1158,G_592,Emotional,weighted,-2.0,0.8166666666666668,0.6,-0.21666666666666679
1159,H_087,Emotional,weighted,-2.0,0.65,0.3833333333333333,-0.2666666666666667
1160,G_114,Emotional,weighted,-2.0,0.4833333333333334,0.19999999999999998,-0.28333333333333344
1161,G_240,Emotional,weighted,-2.0,0.5254385964912281,0.31666666666666665,-0.2087719298245615
1162,G_275,Emotional,weighted,-2.0,0.15000000000000002,0.35000000000000003,0.2
1163,H_093,Emotional,weighted,-2.0,0.36666666666666664,0.3,-0.06666666666666665
1164,H_023,Emotional,weighted,-2.0,0.03333333333333333,0.15,0.11666666666666667
1165,G_227,Emotional,weighted,-2.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
1166,H_084,Emotional,weighted,-2.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1167,G_109,Emotional,weighted,-2.0,0.3,0.25,-0.04999999999999999
1168,G_438,Emotional,weighted,-2.0,0.0,0.0,0.0
1169,G_401,Emotional,weighted,-2.0,0.75,0.7166666666666668,-0.033333333333333215
1170,G_482,Emotional,weighted,-2.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
1171,G_163,Emotional,weighted,-2.0,0.9500000000000001,0.7666666666666666,-0.18333333333333346
1172,G_009,Emotional,weighted,-2.0,0.85,0.6833333333333332,-0.16666666666666674
1173,G_312,Emotional,weighted,-2.0,0.9500000000000001,0.9500000000000001,0.0
1174,G_044,Emotional,weighted,-2.0,0.4000000000000001,0.3,-0.10000000000000009
1175,H_027,Emotional,weighted,-2.0,0.65,0.5,-0.15000000000000002
1176,G_195,Emotional,weighted,-2.0,0.21666666666666665,0.11666666666666665,-0.09999999999999999
1177,G_347,Emotional,weighted,-2.0,0.6666666666666666,0.42105263157894735,-0.24561403508771928
1178,G_149,Emotional,weighted,-2.0,0.7333333333333334,0.5,-0.2333333333333334
1179,G_179,Emotional,weighted,-2.0,0.11666666666666665,0.16666666666666666,0.05
1180,G_255,Emotional,weighted,-2.0,0.5499999999999999,0.5166666666666667,-0.033333333333333215
1181,G_113,Emotional,weighted,-2.0,0.75,0.6166666666666667,-0.1333333333333333
1182,G_458,Emotional,weighted,-2.0,0.0,0.016666666666666666,0.016666666666666666
1183,H_002,Emotional,weighted,-2.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
1184,G_199,Emotional,weighted,-1.0,0.9333333333333332,0.9333333333333332,0.0
1185,G_269,Emotional,weighted,-1.0,0.20000000000000004,0.19999999999999998,-5.551115123125783e-17
1186,G_523,Emotional,weighted,-1.0,0.9,0.9666666666666667,0.06666666666666665
1187,G_123,Emotional,weighted,-1.0,0.30000000000000004,0.18333333333333335,-0.1166666666666667
1188,G_104,Emotional,weighted,-1.0,0.049999999999999996,0.06666666666666667,0.01666666666666667
1189,H_088,Emotional,weighted,-1.0,0.2333333333333333,0.15,-0.08333333333333331
1190,G_592,Emotional,weighted,-1.0,0.8166666666666668,0.6947368421052632,-0.12192982456140355
1191,H_087,Emotional,weighted,-1.0,0.65,0.4666666666666666,-0.1833333333333334
1192,G_114,Emotional,weighted,-1.0,0.4833333333333334,0.31666666666666665,-0.16666666666666674
1193,G_240,Emotional,weighted,-1.0,0.5254385964912281,0.39999999999999997,-0.12543859649122818
1194,G_275,Emotional,weighted,-1.0,0.15000000000000002,0.15000000000000002,0.0
1195,H_093,Emotional,weighted,-1.0,0.36666666666666664,0.3833333333333333,0.016666666666666663
1196,H_023,Emotional,weighted,-1.0,0.03333333333333333,0.05000000000000001,0.016666666666666677
1197,G_227,Emotional,weighted,-1.0,0.8166666666666668,0.8833333333333333,0.06666666666666654
1198,H_084,Emotional,weighted,-1.0,0.9500000000000001,0.9,-0.050000000000000044
1199,G_109,Emotional,weighted,-1.0,0.3,0.3,0.0
1200,G_438,Emotional,weighted,-1.0,0.0,0.0,0.0
1201,G_401,Emotional,weighted,-1.0,0.75,0.6166666666666667,-0.1333333333333333
1202,G_482,Emotional,weighted,-1.0,0.2333333333333333,0.3,0.06666666666666668
1203,G_163,Emotional,weighted,-1.0,0.9500000000000001,0.9499999999999998,-2.220446049250313e-16
1204,G_009,Emotional,weighted,-1.0,0.85,0.75,-0.09999999999999998
1205,G_312,Emotional,weighted,-1.0,0.9500000000000001,0.9,-0.050000000000000044
1206,G_044,Emotional,weighted,-1.0,0.4000000000000001,0.4166666666666667,0.016666666666666607
1207,H_027,Emotional,weighted,-1.0,0.65,0.5833333333333333,-0.06666666666666676
1208,G_195,Emotional,weighted,-1.0,0.21666666666666665,0.11929824561403508,-0.09736842105263156
1209,G_347,Emotional,weighted,-1.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333
1210,G_149,Emotional,weighted,-1.0,0.7333333333333334,0.6,-0.13333333333333341
1211,G_179,Emotional,weighted,-1.0,0.11666666666666665,0.15,0.03333333333333334
1212,G_255,Emotional,weighted,-1.0,0.5499999999999999,0.6666666666666666,0.1166666666666667
1213,G_113,Emotional,weighted,-1.0,0.75,0.75,0.0
1214,G_458,Emotional,weighted,-1.0,0.0,0.0,0.0
1215,H_002,Emotional,weighted,-1.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
1216,G_199,Emotional,weighted,0.0,0.9333333333333332,0.9333333333333332,0.0
1217,G_269,Emotional,weighted,0.0,0.20000000000000004,0.21666666666666667,0.016666666666666635
1218,G_523,Emotional,weighted,0.0,0.9,0.9500000000000001,0.050000000000000044
1219,G_123,Emotional,weighted,0.0,0.30000000000000004,0.3499999999999999,0.04999999999999988
1220,G_104,Emotional,weighted,0.0,0.049999999999999996,0.049999999999999996,0.0
1221,H_088,Emotional,weighted,0.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1222,G_592,Emotional,weighted,0.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
1223,H_087,Emotional,weighted,0.0,0.65,0.65,0.0
1224,G_114,Emotional,weighted,0.0,0.4833333333333334,0.39999999999999997,-0.08333333333333343
1225,G_240,Emotional,weighted,0.0,0.5254385964912281,0.4166666666666667,-0.10877192982456146
1226,G_275,Emotional,weighted,0.0,0.15000000000000002,0.2333333333333333,0.08333333333333329
1227,H_093,Emotional,weighted,0.0,0.36666666666666664,0.35000000000000003,-0.016666666666666607
1228,H_023,Emotional,weighted,0.0,0.03333333333333333,0.13333333333333333,0.1
1229,G_227,Emotional,weighted,0.0,0.8166666666666668,0.8657894736842104,0.04912280701754368
1230,H_084,Emotional,weighted,0.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1231,G_109,Emotional,weighted,0.0,0.3,0.3833333333333333,0.08333333333333331
1232,G_438,Emotional,weighted,0.0,0.0,0.0,0.0
1233,G_401,Emotional,weighted,0.0,0.75,0.7315789473684212,-0.018421052631578783
1234,G_482,Emotional,weighted,0.0,0.2333333333333333,0.2833333333333333,0.05000000000000002
1235,G_163,Emotional,weighted,0.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
1236,G_009,Emotional,weighted,0.0,0.85,0.75,-0.09999999999999998
1237,G_312,Emotional,weighted,0.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1238,G_044,Emotional,weighted,0.0,0.4000000000000001,0.35000000000000003,-0.050000000000000044
1239,H_027,Emotional,weighted,0.0,0.65,0.7000000000000001,0.050000000000000044
1240,G_195,Emotional,weighted,0.0,0.21666666666666665,0.3,0.08333333333333334
1241,G_347,Emotional,weighted,0.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333
1242,G_149,Emotional,weighted,0.0,0.7333333333333334,0.7333333333333334,0.0
1243,G_179,Emotional,weighted,0.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
1244,G_255,Emotional,weighted,0.0,0.5499999999999999,0.49385964912280694,-0.05614035087719299
1245,G_113,Emotional,weighted,0.0,0.75,0.7333333333333334,-0.016666666666666607
1246,G_458,Emotional,weighted,0.0,0.0,0.0,0.0
1247,H_002,Emotional,weighted,0.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
1248,G_199,Emotional,weighted,1.0,0.9333333333333332,0.9333333333333332,0.0
1249,G_269,Emotional,weighted,1.0,0.20000000000000004,0.21666666666666665,0.016666666666666607
1250,G_523,Emotional,weighted,1.0,0.9,0.8666666666666667,-0.033333333333333326
1251,G_123,Emotional,weighted,1.0,0.30000000000000004,0.4166666666666667,0.11666666666666664
1252,G_104,Emotional,weighted,1.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
1253,H_088,Emotional,weighted,1.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1254,G_592,Emotional,weighted,1.0,0.8166666666666668,0.7999999999999999,-0.01666666666666683
1255,H_087,Emotional,weighted,1.0,0.65,0.7166666666666667,0.06666666666666665
1256,G_114,Emotional,weighted,1.0,0.4833333333333334,0.6166666666666667,0.1333333333333333
1257,G_240,Emotional,weighted,1.0,0.5254385964912281,0.4745614035087719,-0.05087719298245624
1258,G_275,Emotional,weighted,1.0,0.15000000000000002,0.1543859649122807,0.004385964912280688
1259,H_093,Emotional,weighted,1.0,0.36666666666666664,0.3833333333333333,0.016666666666666663
1260,H_023,Emotional,weighted,1.0,0.03333333333333333,0.15,0.11666666666666667
1261,G_227,Emotional,weighted,1.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
1262,H_084,Emotional,weighted,1.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1263,G_109,Emotional,weighted,1.0,0.3,0.4166666666666667,0.1166666666666667
1264,G_438,Emotional,weighted,1.0,0.0,0.016666666666666666,0.016666666666666666
1265,G_401,Emotional,weighted,1.0,0.75,0.6666666666666666,-0.08333333333333337
1266,G_482,Emotional,weighted,1.0,0.2333333333333333,0.3333333333333333,0.1
1267,G_163,Emotional,weighted,1.0,0.9500000000000001,0.9499999999999998,-2.220446049250313e-16
1268,G_009,Emotional,weighted,1.0,0.85,0.8333333333333334,-0.016666666666666607
1269,G_312,Emotional,weighted,1.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
1270,G_044,Emotional,weighted,1.0,0.4000000000000001,0.4885964912280702,0.08859649122807012
1271,H_027,Emotional,weighted,1.0,0.65,0.7000000000000001,0.050000000000000044
1272,G_195,Emotional,weighted,1.0,0.21666666666666665,0.3148148148148148,0.09814814814814818
1273,G_347,Emotional,weighted,1.0,0.6666666666666666,0.6166666666666667,-0.04999999999999993
1274,G_149,Emotional,weighted,1.0,0.7333333333333334,0.7000000000000001,-0.033333333333333326
1275,G_179,Emotional,weighted,1.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
1276,G_255,Emotional,weighted,1.0,0.5499999999999999,0.5499999999999999,0.0
1277,G_113,Emotional,weighted,1.0,0.75,0.8166666666666668,0.06666666666666676
1278,G_458,Emotional,weighted,1.0,0.0,0.0,0.0
1279,H_002,Emotional,weighted,1.0,0.016666666666666666,0.0,-0.016666666666666666
1280,G_199,Emotional,weighted,2.0,0.9333333333333332,0.9666666666666667,0.03333333333333344
1281,G_269,Emotional,weighted,2.0,0.20000000000000004,0.26666666666666666,0.06666666666666662
1282,G_523,Emotional,weighted,2.0,0.9,0.8666666666666667,-0.033333333333333326
1283,G_123,Emotional,weighted,2.0,0.30000000000000004,0.5166666666666667,0.21666666666666667
1284,G_104,Emotional,weighted,2.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
1285,H_088,Emotional,weighted,2.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
1286,G_592,Emotional,weighted,2.0,0.8166666666666668,0.8166666666666668,0.0
1287,H_087,Emotional,weighted,2.0,0.65,0.7166666666666667,0.06666666666666665
1288,G_114,Emotional,weighted,2.0,0.4833333333333334,0.6333333333333333,0.1499999999999999
1289,G_240,Emotional,weighted,2.0,0.5254385964912281,0.5,-0.02543859649122815
1290,G_275,Emotional,weighted,2.0,0.15000000000000002,0.11666666666666665,-0.03333333333333337
1291,H_093,Emotional,weighted,2.0,0.36666666666666664,0.31666666666666665,-0.04999999999999999
1292,H_023,Emotional,weighted,2.0,0.03333333333333333,0.21666666666666667,0.18333333333333335
1293,G_227,Emotional,weighted,2.0,0.8166666666666668,0.85,0.033333333333333215
1294,H_084,Emotional,weighted,2.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1295,G_109,Emotional,weighted,2.0,0.3,0.5,0.2
1296,G_438,Emotional,weighted,2.0,0.0,0.03333333333333333,0.03333333333333333
1297,G_401,Emotional,weighted,2.0,0.75,0.7333333333333334,-0.016666666666666607
1298,G_482,Emotional,weighted,2.0,0.2333333333333333,0.47105263157894733,0.23771929824561402
1299,G_163,Emotional,weighted,2.0,0.9500000000000001,0.8833333333333334,-0.06666666666666665
1300,G_009,Emotional,weighted,2.0,0.85,0.8666666666666667,0.01666666666666672
1301,G_312,Emotional,weighted,2.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
1302,G_044,Emotional,weighted,2.0,0.4000000000000001,0.5,0.09999999999999992
1303,H_027,Emotional,weighted,2.0,0.65,0.85,0.19999999999999996
1304,G_195,Emotional,weighted,2.0,0.21666666666666665,0.4333333333333334,0.21666666666666676
1305,G_347,Emotional,weighted,2.0,0.6666666666666666,0.7333333333333334,0.06666666666666676
1306,G_149,Emotional,weighted,2.0,0.7333333333333334,0.8166666666666668,0.08333333333333337
1307,G_179,Emotional,weighted,2.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
1308,G_255,Emotional,weighted,2.0,0.5499999999999999,0.46666666666666673,-0.0833333333333332
1309,G_113,Emotional,weighted,2.0,0.75,0.7666666666666666,0.016666666666666607
1310,G_458,Emotional,weighted,2.0,0.0,0.0,0.0
1311,H_002,Emotional,weighted,2.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
1312,G_199,Emotional,weighted,3.0,0.9333333333333332,0.9833333333333334,0.050000000000000155
1313,G_269,Emotional,weighted,3.0,0.20000000000000004,0.21666666666666667,0.016666666666666635
1314,G_523,Emotional,weighted,3.0,0.9,0.8333333333333334,-0.06666666666666665
1315,G_123,Emotional,weighted,3.0,0.30000000000000004,0.55,0.25
1316,G_104,Emotional,weighted,3.0,0.049999999999999996,0.06666666666666667,0.01666666666666667
1317,H_088,Emotional,weighted,3.0,0.2333333333333333,0.2333333333333333,0.0
1318,G_592,Emotional,weighted,3.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
1319,H_087,Emotional,weighted,3.0,0.65,0.8666666666666667,0.21666666666666667
1320,G_114,Emotional,weighted,3.0,0.4833333333333334,0.7166666666666667,0.23333333333333328
1321,G_240,Emotional,weighted,3.0,0.5254385964912281,0.6833333333333335,0.1578947368421053
1322,G_275,Emotional,weighted,3.0,0.15000000000000002,0.13333333333333333,-0.01666666666666669
1323,H_093,Emotional,weighted,3.0,0.36666666666666664,0.3333333333333333,-0.033333333333333326
1324,H_023,Emotional,weighted,3.0,0.03333333333333333,0.43333333333333335,0.4
1325,G_227,Emotional,weighted,3.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1326,H_084,Emotional,weighted,3.0,0.9500000000000001,0.9,-0.050000000000000044
1327,G_109,Emotional,weighted,3.0,0.3,0.5666666666666667,0.26666666666666666
1328,G_438,Emotional,weighted,3.0,0.0,0.09999999999999999,0.09999999999999999
1329,G_401,Emotional,weighted,3.0,0.75,0.7666666666666666,0.016666666666666607
1330,G_482,Emotional,weighted,3.0,0.2333333333333333,0.6,0.3666666666666667
1331,G_163,Emotional,weighted,3.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
1332,G_009,Emotional,weighted,3.0,0.85,0.85,0.0
1333,G_312,Emotional,weighted,3.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
1334,G_044,Emotional,weighted,3.0,0.4000000000000001,0.5833333333333334,0.1833333333333333
1335,H_027,Emotional,weighted,3.0,0.65,0.8166666666666668,0.16666666666666674
1336,G_195,Emotional,weighted,3.0,0.21666666666666665,0.4666666666666666,0.24999999999999997
1337,G_347,Emotional,weighted,3.0,0.6666666666666666,0.6456140350877192,-0.021052631578947434
1338,G_149,Emotional,weighted,3.0,0.7333333333333334,0.8166666666666668,0.08333333333333337
1339,G_179,Emotional,weighted,3.0,0.11666666666666665,0.049999999999999996,-0.06666666666666665
1340,G_255,Emotional,weighted,3.0,0.5499999999999999,0.6,0.050000000000000044
1341,G_113,Emotional,weighted,3.0,0.75,0.8333333333333334,0.08333333333333337
1342,G_458,Emotional,weighted,3.0,0.0,0.016666666666666666,0.016666666666666666
1343,H_002,Emotional,weighted,3.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
1344,G_199,Emotional,weighted,4.0,0.9333333333333332,0.9,-0.033333333333333215
1345,G_269,Emotional,weighted,4.0,0.20000000000000004,0.21666666666666667,0.016666666666666635
1346,G_523,Emotional,weighted,4.0,0.9,0.85,-0.050000000000000044
1347,G_123,Emotional,weighted,4.0,0.30000000000000004,0.75,0.44999999999999996
1348,G_104,Emotional,weighted,4.0,0.049999999999999996,0.049999999999999996,0.0
1349,H_088,Emotional,weighted,4.0,0.2333333333333333,0.26666666666666666,0.033333333333333354
1350,G_592,Emotional,weighted,4.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1351,H_087,Emotional,weighted,4.0,0.65,0.8333333333333334,0.18333333333333335
1352,G_114,Emotional,weighted,4.0,0.4833333333333334,0.8333333333333334,0.35
1353,G_240,Emotional,weighted,4.0,0.5254385964912281,0.7000000000000001,0.17456140350877192
1354,G_275,Emotional,weighted,4.0,0.15000000000000002,0.13333333333333333,-0.01666666666666669
