,scenario_id,variation,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
512,H_027,Consequentialist,unweighted,0.0,0.65,0.8833333333333334,0.2333333333333334
513,G_109,Consequentialist,unweighted,0.0,0.3,0.5833333333333334,0.2833333333333334
514,G_104,Consequentialist,unweighted,0.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
515,G_592,Consequentialist,unweighted,0.0,0.8166666666666668,0.8166666666666668,0.0
516,G_275,Consequentialist,unweighted,0.0,0.15000000000000002,0.8166666666666668,0.6666666666666667
517,G_401,Consequentialist,unweighted,0.0,0.75,0.7666666666666666,0.016666666666666607
518,G_240,Consequentialist,unweighted,0.0,0.5254385964912281,0.5,-0.02543859649122815
519,G_114,Consequentialist,unweighted,0.0,0.4833333333333334,0.4666666666666666,-0.016666666666666774
520,G_009,Consequentialist,unweighted,0.0,0.85,0.8166666666666668,-0.033333333333333215
521,G_458,Consequentialist,unweighted,0.0,0.0,0.0,0.0
522,G_269,Consequentialist,unweighted,0.0,0.20000000000000004,0.25,0.04999999999999996
523,H_093,Consequentialist,unweighted,0.0,0.36666666666666664,0.35000000000000003,-0.016666666666666607
524,H_087,Consequentialist,unweighted,0.0,0.65,0.8166666666666668,0.16666666666666674
525,G_255,Consequentialist,unweighted,0.0,0.5499999999999999,0.5833333333333334,0.03333333333333344
526,G_523,Consequentialist,unweighted,0.0,0.9,0.9166666666666666,0.016666666666666607
527,G_149,Consequentialist,unweighted,0.0,0.7333333333333334,0.7000000000000001,-0.033333333333333326
528,G_312,Consequentialist,unweighted,0.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
529,G_195,Consequentialist,unweighted,0.0,0.21666666666666665,0.25,0.033333333333333354
530,G_347,Consequentialist,unweighted,0.0,0.6666666666666666,0.8333333333333334,0.16666666666666674
531,H_023,Consequentialist,unweighted,0.0,0.03333333333333333,0.18333333333333335,0.15000000000000002
532,G_163,Consequentialist,unweighted,0.0,0.9500000000000001,0.9499999999999998,-2.220446049250313e-16
533,G_123,Consequentialist,unweighted,0.0,0.30000000000000004,0.5333333333333333,0.23333333333333328
534,G_044,Consequentialist,unweighted,0.0,0.4000000000000001,0.8333333333333334,0.4333333333333333
535,G_227,Consequentialist,unweighted,0.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
536,G_179,Consequentialist,unweighted,0.0,0.11666666666666665,0.0,-0.11666666666666665
537,G_199,Consequentialist,unweighted,0.0,0.9333333333333332,0.9666666666666667,0.03333333333333344
538,G_438,Consequentialist,unweighted,0.0,0.0,0.09999999999999999,0.09999999999999999
539,G_113,Consequentialist,unweighted,0.0,0.75,0.9,0.15000000000000002
540,H_084,Consequentialist,unweighted,0.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
541,G_482,Consequentialist,unweighted,0.0,0.2333333333333333,0.7833333333333333,0.55
542,H_002,Consequentialist,unweighted,0.0,0.016666666666666666,0.016666666666666666,0.0
543,H_088,Consequentialist,unweighted,0.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
544,H_027,Consequentialist,unweighted,1.0,0.65,0.7833333333333332,0.1333333333333332
545,G_109,Consequentialist,unweighted,1.0,0.3,0.4991228070175439,0.19912280701754392
546,G_104,Consequentialist,unweighted,1.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
547,G_592,Consequentialist,unweighted,1.0,0.8166666666666668,0.9,0.08333333333333326
548,G_275,Consequentialist,unweighted,1.0,0.15000000000000002,0.7333333333333334,0.5833333333333334
549,G_401,Consequentialist,unweighted,1.0,0.75,0.8000000000000002,0.050000000000000155
550,G_240,Consequentialist,unweighted,1.0,0.5254385964912281,0.55,0.024561403508771895
551,G_114,Consequentialist,unweighted,1.0,0.4833333333333334,0.65,0.16666666666666663
552,G_009,Consequentialist,unweighted,1.0,0.85,0.8833333333333333,0.033333333333333326
553,G_458,Consequentialist,unweighted,1.0,0.0,0.0,0.0
554,G_269,Consequentialist,unweighted,1.0,0.20000000000000004,0.3,0.09999999999999995
555,H_093,Consequentialist,unweighted,1.0,0.36666666666666664,0.3,-0.06666666666666665
556,H_087,Consequentialist,unweighted,1.0,0.65,0.85,0.19999999999999996
557,G_255,Consequentialist,unweighted,1.0,0.5499999999999999,0.6833333333333332,0.1333333333333333
558,G_523,Consequentialist,unweighted,1.0,0.9,0.9333333333333332,0.033333333333333215
559,G_149,Consequentialist,unweighted,1.0,0.7333333333333334,0.7833333333333333,0.04999999999999993
560,G_312,Consequentialist,unweighted,1.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
561,G_195,Consequentialist,unweighted,1.0,0.21666666666666665,0.31666666666666665,0.1
562,G_347,Consequentialist,unweighted,1.0,0.6666666666666666,0.85,0.18333333333333335
563,H_023,Consequentialist,unweighted,1.0,0.03333333333333333,0.25,0.21666666666666667
564,G_163,Consequentialist,unweighted,1.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
565,G_123,Consequentialist,unweighted,1.0,0.30000000000000004,0.65,0.35
566,G_044,Consequentialist,unweighted,1.0,0.4000000000000001,0.9166666666666666,0.5166666666666666
567,G_227,Consequentialist,unweighted,1.0,0.8166666666666668,0.85,0.033333333333333215
568,G_179,Consequentialist,unweighted,1.0,0.11666666666666665,0.08333333333333333,-0.033333333333333326
569,G_199,Consequentialist,unweighted,1.0,0.9333333333333332,0.9666666666666667,0.03333333333333344
570,G_438,Consequentialist,unweighted,1.0,0.0,0.09999999999999999,0.09999999999999999
571,G_113,Consequentialist,unweighted,1.0,0.75,0.8833333333333333,0.1333333333333333
572,H_084,Consequentialist,unweighted,1.0,0.9500000000000001,1.0,0.04999999999999993
573,G_482,Consequentialist,unweighted,1.0,0.2333333333333333,0.75,0.5166666666666667
574,H_002,Consequentialist,unweighted,1.0,0.016666666666666666,0.016666666666666666,0.0
575,H_088,Consequentialist,unweighted,1.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
576,H_027,Consequentialist,unweighted,2.0,0.65,0.9166666666666666,0.2666666666666666
577,G_109,Consequentialist,unweighted,2.0,0.3,0.5833333333333334,0.2833333333333334
578,G_104,Consequentialist,unweighted,2.0,0.049999999999999996,0.0,-0.049999999999999996
579,G_592,Consequentialist,unweighted,2.0,0.8166666666666668,0.8166666666666668,0.0
580,G_275,Consequentialist,unweighted,2.0,0.15000000000000002,0.7833333333333332,0.6333333333333332
581,G_401,Consequentialist,unweighted,2.0,0.75,0.7666666666666667,0.01666666666666672
582,G_240,Consequentialist,unweighted,2.0,0.5254385964912281,0.7000000000000001,0.17456140350877192
583,G_114,Consequentialist,unweighted,2.0,0.4833333333333334,0.5000000000000001,0.01666666666666672
584,G_009,Consequentialist,unweighted,2.0,0.85,0.8833333333333333,0.033333333333333326
585,G_458,Consequentialist,unweighted,2.0,0.0,0.0,0.0
586,G_269,Consequentialist,unweighted,2.0,0.20000000000000004,0.3666666666666667,0.16666666666666666
587,H_093,Consequentialist,unweighted,2.0,0.36666666666666664,0.3,-0.06666666666666665
588,H_087,Consequentialist,unweighted,2.0,0.65,0.9333333333333332,0.2833333333333332
589,G_255,Consequentialist,unweighted,2.0,0.5499999999999999,0.6,0.050000000000000044
590,G_523,Consequentialist,unweighted,2.0,0.9,0.9,0.0
591,G_149,Consequentialist,unweighted,2.0,0.7333333333333334,0.7000000000000001,-0.033333333333333326
592,G_312,Consequentialist,unweighted,2.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
593,G_195,Consequentialist,unweighted,2.0,0.21666666666666665,0.4333333333333333,0.21666666666666665
594,G_347,Consequentialist,unweighted,2.0,0.6666666666666666,0.8666666666666666,0.19999999999999996
595,H_023,Consequentialist,unweighted,2.0,0.03333333333333333,0.26666666666666666,0.23333333333333334
596,G_163,Consequentialist,unweighted,2.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
597,G_123,Consequentialist,unweighted,2.0,0.30000000000000004,0.65,0.35
598,G_044,Consequentialist,unweighted,2.0,0.4000000000000001,0.8666666666666667,0.4666666666666666
599,G_227,Consequentialist,unweighted,2.0,0.8166666666666668,0.85,0.033333333333333215
600,G_179,Consequentialist,unweighted,2.0,0.11666666666666665,0.05000000000000001,-0.06666666666666665
601,G_199,Consequentialist,unweighted,2.0,0.9333333333333332,0.9833333333333334,0.050000000000000155
602,G_438,Consequentialist,unweighted,2.0,0.0,0.11666666666666665,0.11666666666666665
603,G_113,Consequentialist,unweighted,2.0,0.75,0.85,0.09999999999999998
604,H_084,Consequentialist,unweighted,2.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
605,G_482,Consequentialist,unweighted,2.0,0.2333333333333333,0.7666666666666666,0.5333333333333333
606,H_002,Consequentialist,unweighted,2.0,0.016666666666666666,0.016666666666666666,0.0
607,H_088,Consequentialist,unweighted,2.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
608,H_027,Consequentialist,unweighted,3.0,0.65,0.8833333333333334,0.2333333333333334
609,G_109,Consequentialist,unweighted,3.0,0.3,0.7166666666666667,0.4166666666666667
610,G_104,Consequentialist,unweighted,3.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
611,G_592,Consequentialist,unweighted,3.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
612,G_275,Consequentialist,unweighted,3.0,0.15000000000000002,0.8166666666666668,0.6666666666666667
613,G_401,Consequentialist,unweighted,3.0,0.75,0.7666666666666666,0.016666666666666607
614,G_240,Consequentialist,unweighted,3.0,0.5254385964912281,0.7166666666666668,0.19122807017543864
615,G_114,Consequentialist,unweighted,3.0,0.4833333333333334,0.5666666666666668,0.08333333333333337
616,G_009,Consequentialist,unweighted,3.0,0.85,0.9166666666666666,0.06666666666666665
617,G_458,Consequentialist,unweighted,3.0,0.0,0.0,0.0
618,G_269,Consequentialist,unweighted,3.0,0.20000000000000004,0.4166666666666667,0.21666666666666665
619,H_093,Consequentialist,unweighted,3.0,0.36666666666666664,0.4166666666666667,0.050000000000000044
620,H_087,Consequentialist,unweighted,3.0,0.65,0.85,0.19999999999999996
621,G_255,Consequentialist,unweighted,3.0,0.5499999999999999,0.5666666666666668,0.01666666666666683
622,G_523,Consequentialist,unweighted,3.0,0.9,0.9,0.0
623,G_149,Consequentialist,unweighted,3.0,0.7333333333333334,0.85,0.11666666666666659
624,G_312,Consequentialist,unweighted,3.0,0.9500000000000001,0.9500000000000001,0.0
625,G_195,Consequentialist,unweighted,3.0,0.21666666666666665,0.45,0.23333333333333336
626,G_347,Consequentialist,unweighted,3.0,0.6666666666666666,0.8833333333333333,0.21666666666666667
627,H_023,Consequentialist,unweighted,3.0,0.03333333333333333,0.43333333333333335,0.4
628,G_163,Consequentialist,unweighted,3.0,0.9500000000000001,0.8666666666666667,-0.08333333333333337
629,G_123,Consequentialist,unweighted,3.0,0.30000000000000004,0.7166666666666667,0.41666666666666663
630,G_044,Consequentialist,unweighted,3.0,0.4000000000000001,0.8000000000000002,0.4000000000000001
631,G_227,Consequentialist,unweighted,3.0,0.8166666666666668,0.9166666666666666,0.09999999999999987
632,G_179,Consequentialist,unweighted,3.0,0.11666666666666665,0.06666666666666667,-0.04999999999999999
633,G_199,Consequentialist,unweighted,3.0,0.9333333333333332,0.9,-0.033333333333333215
634,G_438,Consequentialist,unweighted,3.0,0.0,0.13333333333333333,0.13333333333333333
635,G_113,Consequentialist,unweighted,3.0,0.75,0.9,0.15000000000000002
636,H_084,Consequentialist,unweighted,3.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
637,G_482,Consequentialist,unweighted,3.0,0.2333333333333333,0.8333333333333334,0.6000000000000001
638,H_002,Consequentialist,unweighted,3.0,0.016666666666666666,0.06666666666666667,0.05
639,H_088,Consequentialist,unweighted,3.0,0.2333333333333333,0.15,-0.08333333333333331
640,H_027,Consequentialist,unweighted,4.0,0.65,0.8833333333333334,0.2333333333333334
641,G_109,Consequentialist,unweighted,4.0,0.3,0.6166666666666667,0.3166666666666667
642,G_104,Consequentialist,unweighted,4.0,0.049999999999999996,0.0,-0.049999999999999996
643,G_592,Consequentialist,unweighted,4.0,0.8166666666666668,0.8166666666666668,0.0
644,G_275,Consequentialist,unweighted,4.0,0.15000000000000002,0.5833333333333333,0.43333333333333324
645,G_401,Consequentialist,unweighted,4.0,0.75,0.7833333333333333,0.033333333333333326
646,G_240,Consequentialist,unweighted,4.0,0.5254385964912281,0.7407407407407408,0.21530214424951266
647,G_114,Consequentialist,unweighted,4.0,0.4833333333333334,0.7000000000000001,0.21666666666666667
648,G_009,Consequentialist,unweighted,4.0,0.85,0.8333333333333334,-0.016666666666666607
649,G_458,Consequentialist,unweighted,4.0,0.0,0.016666666666666666,0.016666666666666666
650,G_269,Consequentialist,unweighted,4.0,0.20000000000000004,0.43333333333333335,0.2333333333333333
651,H_093,Consequentialist,unweighted,4.0,0.36666666666666664,0.3833333333333333,0.016666666666666663
652,H_087,Consequentialist,unweighted,4.0,0.65,0.8666666666666667,0.21666666666666667
653,G_255,Consequentialist,unweighted,4.0,0.5499999999999999,0.5333333333333333,-0.016666666666666607
654,G_523,Consequentialist,unweighted,4.0,0.9,0.9333333333333332,0.033333333333333215
655,G_149,Consequentialist,unweighted,4.0,0.7333333333333334,0.7833333333333333,0.04999999999999993
656,G_312,Consequentialist,unweighted,4.0,0.9500000000000001,0.9,-0.050000000000000044
657,G_195,Consequentialist,unweighted,4.0,0.21666666666666665,0.40614035087719297,0.18947368421052632
658,G_347,Consequentialist,unweighted,4.0,0.6666666666666666,0.8333333333333334,0.16666666666666674
659,H_023,Consequentialist,unweighted,4.0,0.03333333333333333,0.5166666666666666,0.4833333333333333
660,G_163,Consequentialist,unweighted,4.0,0.9500000000000001,0.9,-0.050000000000000044
661,G_123,Consequentialist,unweighted,4.0,0.30000000000000004,0.9,0.6
662,G_044,Consequentialist,unweighted,4.0,0.4000000000000001,0.8000000000000002,0.4000000000000001
663,G_227,Consequentialist,unweighted,4.0,0.8166666666666668,0.85,0.033333333333333215
664,G_179,Consequentialist,unweighted,4.0,0.11666666666666665,0.016666666666666666,-0.09999999999999999
665,G_199,Consequentialist,unweighted,4.0,0.9333333333333332,0.9666666666666667,0.03333333333333344
666,G_438,Consequentialist,unweighted,4.0,0.0,0.15,0.15
667,G_113,Consequentialist,unweighted,4.0,0.75,0.8166666666666668,0.06666666666666676
668,H_084,Consequentialist,unweighted,4.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
669,G_482,Consequentialist,unweighted,4.0,0.2333333333333333,0.7833333333333332,0.5499999999999999
670,H_002,Consequentialist,unweighted,4.0,0.016666666666666666,0.09999999999999999,0.08333333333333333
671,H_088,Consequentialist,unweighted,4.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
672,H_027,Consequentialist,unweighted,5.0,0.65,0.8833333333333333,0.23333333333333328
673,G_109,Consequentialist,unweighted,5.0,0.3,0.7166666666666667,0.4166666666666667
674,G_104,Consequentialist,unweighted,5.0,0.049999999999999996,0.06666666666666667,0.01666666666666667
675,G_592,Consequentialist,unweighted,5.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
676,G_275,Consequentialist,unweighted,5.0,0.15000000000000002,0.5614035087719299,0.4114035087719299
677,G_401,Consequentialist,unweighted,5.0,0.75,0.8166666666666668,0.06666666666666676
678,G_240,Consequentialist,unweighted,5.0,0.5254385964912281,0.7125,0.18706140350877187
679,G_114,Consequentialist,unweighted,5.0,0.4833333333333334,0.65,0.16666666666666663
680,G_009,Consequentialist,unweighted,5.0,0.85,0.8666666666666667,0.01666666666666672
681,G_458,Consequentialist,unweighted,5.0,0.0,0.0,0.0
682,G_269,Consequentialist,unweighted,5.0,0.20000000000000004,0.3666666666666667,0.16666666666666666
683,H_093,Consequentialist,unweighted,5.0,0.36666666666666664,0.3666666666666667,5.551115123125783e-17
684,H_087,Consequentialist,unweighted,5.0,0.65,0.9,0.25
685,G_255,Consequentialist,unweighted,5.0,0.5499999999999999,0.5956140350877193,0.04561403508771933
686,G_523,Consequentialist,unweighted,5.0,0.9,0.8666666666666667,-0.033333333333333326
687,G_149,Consequentialist,unweighted,5.0,0.7333333333333334,0.8166666666666668,0.08333333333333337
688,G_312,Consequentialist,unweighted,5.0,0.9500000000000001,0.85,-0.10000000000000009
689,G_195,Consequentialist,unweighted,5.0,0.21666666666666665,0.49473684210526314,0.27807017543859647
690,G_347,Consequentialist,unweighted,5.0,0.6666666666666666,0.9,0.2333333333333334
691,H_023,Consequentialist,unweighted,5.0,0.03333333333333333,0.4166666666666667,0.38333333333333336
692,G_163,Consequentialist,unweighted,5.0,0.9500000000000001,0.8166666666666668,-0.1333333333333333
693,G_123,Consequentialist,unweighted,5.0,0.30000000000000004,0.8166666666666668,0.5166666666666667
694,G_044,Consequentialist,unweighted,5.0,0.4000000000000001,0.8140350877192982,0.41403508771929814
695,G_227,Consequentialist,unweighted,5.0,0.8166666666666668,0.8666666666666667,0.04999999999999993
696,G_179,Consequentialist,unweighted,5.0,0.11666666666666665,0.016666666666666666,-0.09999999999999999
697,G_199,Consequentialist,unweighted,5.0,0.9333333333333332,0.9666666666666667,0.03333333333333344
698,G_438,Consequentialist,unweighted,5.0,0.0,0.3,0.3
699,G_113,Consequentialist,unweighted,5.0,0.75,0.8666666666666667,0.1166666666666667
700,H_084,Consequentialist,unweighted,5.0,0.9500000000000001,1.0,0.04999999999999993
701,G_482,Consequentialist,unweighted,5.0,0.2333333333333333,0.7166666666666667,0.4833333333333334
702,H_002,Consequentialist,unweighted,5.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
703,H_088,Consequentialist,unweighted,5.0,0.2333333333333333,0.25,0.01666666666666669
704,G_163,Relational,weighted,-5.0,0.9500000000000001,0.7833333333333333,-0.16666666666666674
705,H_093,Relational,weighted,-5.0,0.36666666666666664,0.6333333333333334,0.2666666666666668
706,G_114,Relational,weighted,-5.0,0.4833333333333334,0.35701754385964907,-0.12631578947368433
707,G_104,Relational,weighted,-5.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
708,G_123,Relational,weighted,-5.0,0.30000000000000004,0.13333333333333333,-0.1666666666666667
709,H_088,Relational,weighted,-5.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
710,G_255,Relational,weighted,-5.0,0.5499999999999999,0.65,0.10000000000000009
711,G_458,Relational,weighted,-5.0,0.0,0.0,0.0
712,G_401,Relational,weighted,-5.0,0.75,0.5666666666666668,-0.18333333333333324
713,G_227,Relational,weighted,-5.0,0.8166666666666668,0.6333333333333334,-0.18333333333333335
714,H_027,Relational,weighted,-5.0,0.65,0.43333333333333335,-0.21666666666666667
715,G_275,Relational,weighted,-5.0,0.15000000000000002,0.31666666666666665,0.16666666666666663
716,G_438,Relational,weighted,-5.0,0.0,0.0,0.0
717,G_044,Relational,weighted,-5.0,0.4000000000000001,0.21666666666666667,-0.1833333333333334
718,H_002,Relational,weighted,-5.0,0.016666666666666666,0.06666666666666667,0.05
719,G_523,Relational,weighted,-5.0,0.9,0.9166666666666666,0.016666666666666607
720,G_312,Relational,weighted,-5.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
721,G_009,Relational,weighted,-5.0,0.85,0.9333333333333332,0.08333333333333326
722,H_087,Relational,weighted,-5.0,0.65,0.6333333333333333,-0.01666666666666672
723,G_199,Relational,weighted,-5.0,0.9333333333333332,0.7666666666666666,-0.16666666666666663
724,G_195,Relational,weighted,-5.0,0.21666666666666665,0.21296296296296294,-0.003703703703703709
725,G_482,Relational,weighted,-5.0,0.2333333333333333,0.06666666666666667,-0.16666666666666663
726,H_084,Relational,weighted,-5.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
727,G_109,Relational,weighted,-5.0,0.3,0.3833333333333333,0.08333333333333331
728,H_023,Relational,weighted,-5.0,0.03333333333333333,0.09999999999999999,0.06666666666666665
729,G_149,Relational,weighted,-5.0,0.7333333333333334,0.5499999999999999,-0.18333333333333346
730,G_113,Relational,weighted,-5.0,0.75,0.5043859649122807,-0.24561403508771928
731,G_269,Relational,weighted,-5.0,0.20000000000000004,0.6,0.3999999999999999
732,G_592,Relational,weighted,-5.0,0.8166666666666668,0.6728070175438597,-0.14385964912280702
733,G_179,Relational,weighted,-5.0,0.11666666666666665,0.15,0.03333333333333334
734,G_240,Relational,weighted,-5.0,0.5254385964912281,0.35000000000000003,-0.17543859649122812
735,G_347,Relational,weighted,-5.0,0.6666666666666666,0.6570175438596492,-0.009649122807017463
736,G_163,Relational,weighted,-4.0,0.9500000000000001,0.75,-0.20000000000000007
737,H_093,Relational,weighted,-4.0,0.36666666666666664,0.6833333333333332,0.3166666666666666
738,G_114,Relational,weighted,-4.0,0.4833333333333334,0.49999999999999994,0.016666666666666552
739,G_104,Relational,weighted,-4.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
740,G_123,Relational,weighted,-4.0,0.30000000000000004,0.16666666666666666,-0.1333333333333334
741,H_088,Relational,weighted,-4.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
742,G_255,Relational,weighted,-4.0,0.5499999999999999,0.7280701754385964,0.1780701754385965
743,G_458,Relational,weighted,-4.0,0.0,0.016666666666666666,0.016666666666666666
744,G_401,Relational,weighted,-4.0,0.75,0.6333333333333333,-0.1166666666666667
745,G_227,Relational,weighted,-4.0,0.8166666666666668,0.8166666666666668,0.0
746,H_027,Relational,weighted,-4.0,0.65,0.3666666666666667,-0.2833333333333333
747,G_275,Relational,weighted,-4.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
748,G_438,Relational,weighted,-4.0,0.0,0.016666666666666666,0.016666666666666666
749,G_044,Relational,weighted,-4.0,0.4000000000000001,0.19999999999999998,-0.2000000000000001
750,H_002,Relational,weighted,-4.0,0.016666666666666666,0.13333333333333333,0.11666666666666667
751,G_523,Relational,weighted,-4.0,0.9,0.9333333333333332,0.033333333333333215
752,G_312,Relational,weighted,-4.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
753,G_009,Relational,weighted,-4.0,0.85,0.7666666666666666,-0.08333333333333337
754,H_087,Relational,weighted,-4.0,0.65,0.6,-0.050000000000000044
755,G_199,Relational,weighted,-4.0,0.9333333333333332,0.7999999999999999,-0.1333333333333333
756,G_195,Relational,weighted,-4.0,0.21666666666666665,0.3,0.08333333333333334
757,G_482,Relational,weighted,-4.0,0.2333333333333333,0.20000000000000004,-0.03333333333333327
758,H_084,Relational,weighted,-4.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
759,G_109,Relational,weighted,-4.0,0.3,0.35000000000000003,0.050000000000000044
760,H_023,Relational,weighted,-4.0,0.03333333333333333,0.11666666666666665,0.08333333333333331
761,G_149,Relational,weighted,-4.0,0.7333333333333334,0.4166666666666667,-0.3166666666666667
762,G_113,Relational,weighted,-4.0,0.75,0.6166666666666666,-0.13333333333333341
763,G_269,Relational,weighted,-4.0,0.20000000000000004,0.6166666666666666,0.4166666666666665
764,G_592,Relational,weighted,-4.0,0.8166666666666668,0.6333333333333334,-0.18333333333333335
765,G_179,Relational,weighted,-4.0,0.11666666666666665,0.16666666666666666,0.05
766,G_240,Relational,weighted,-4.0,0.5254385964912281,0.4000000000000001,-0.12543859649122807
767,G_347,Relational,weighted,-4.0,0.6666666666666666,0.5333333333333333,-0.1333333333333333
768,G_163,Relational,weighted,-3.0,0.9500000000000001,0.8833333333333333,-0.06666666666666676
769,H_093,Relational,weighted,-3.0,0.36666666666666664,0.6166666666666667,0.25000000000000006
770,G_114,Relational,weighted,-3.0,0.4833333333333334,0.4000000000000001,-0.08333333333333331
771,G_104,Relational,weighted,-3.0,0.049999999999999996,0.049999999999999996,0.0
772,G_123,Relational,weighted,-3.0,0.30000000000000004,0.18333333333333335,-0.1166666666666667
773,H_088,Relational,weighted,-3.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
774,G_255,Relational,weighted,-3.0,0.5499999999999999,0.7166666666666667,0.16666666666666674
775,G_458,Relational,weighted,-3.0,0.0,0.016666666666666666,0.016666666666666666
776,G_401,Relational,weighted,-3.0,0.75,0.7166666666666667,-0.033333333333333326
777,G_227,Relational,weighted,-3.0,0.8166666666666668,0.7833333333333333,-0.03333333333333344
778,H_027,Relational,weighted,-3.0,0.65,0.6166666666666667,-0.033333333333333326
779,G_275,Relational,weighted,-3.0,0.15000000000000002,0.3333333333333333,0.1833333333333333
780,G_438,Relational,weighted,-3.0,0.0,0.016666666666666666,0.016666666666666666
781,G_044,Relational,weighted,-3.0,0.4000000000000001,0.16666666666666666,-0.23333333333333342
782,H_002,Relational,weighted,-3.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
783,G_523,Relational,weighted,-3.0,0.9,0.9166666666666666,0.016666666666666607
784,G_312,Relational,weighted,-3.0,0.9500000000000001,0.9500000000000001,0.0
785,G_009,Relational,weighted,-3.0,0.85,0.8666666666666667,0.01666666666666672
786,H_087,Relational,weighted,-3.0,0.65,0.7833333333333333,0.1333333333333333
787,G_199,Relational,weighted,-3.0,0.9333333333333332,0.85,-0.08333333333333326
788,G_195,Relational,weighted,-3.0,0.21666666666666665,0.4166666666666667,0.20000000000000004
789,G_482,Relational,weighted,-3.0,0.2333333333333333,0.09999999999999999,-0.1333333333333333
790,H_084,Relational,weighted,-3.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
791,G_109,Relational,weighted,-3.0,0.3,0.3263157894736842,0.026315789473684237
792,H_023,Relational,weighted,-3.0,0.03333333333333333,0.08333333333333333,0.049999999999999996
793,G_149,Relational,weighted,-3.0,0.7333333333333334,0.4166666666666667,-0.3166666666666667
794,G_113,Relational,weighted,-3.0,0.75,0.7000000000000001,-0.04999999999999993
795,G_269,Relational,weighted,-3.0,0.20000000000000004,0.6666666666666666,0.46666666666666656
796,G_592,Relational,weighted,-3.0,0.8166666666666668,0.6666666666666666,-0.15000000000000013
797,G_179,Relational,weighted,-3.0,0.11666666666666665,0.16666666666666666,0.05
798,G_240,Relational,weighted,-3.0,0.5254385964912281,0.3333333333333333,-0.19210526315789483
799,G_347,Relational,weighted,-3.0,0.6666666666666666,0.5666666666666667,-0.09999999999999998
800,G_163,Relational,weighted,-2.0,0.9500000000000001,0.85,-0.10000000000000009
801,H_093,Relational,weighted,-2.0,0.36666666666666664,0.65,0.2833333333333334
802,G_114,Relational,weighted,-2.0,0.4833333333333334,0.7166666666666667,0.23333333333333328
803,G_104,Relational,weighted,-2.0,0.049999999999999996,0.0,-0.049999999999999996
804,G_123,Relational,weighted,-2.0,0.30000000000000004,0.2833333333333333,-0.01666666666666672
805,H_088,Relational,weighted,-2.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
806,G_255,Relational,weighted,-2.0,0.5499999999999999,0.6000000000000001,0.050000000000000155
807,G_458,Relational,weighted,-2.0,0.0,0.0,0.0
808,G_401,Relational,weighted,-2.0,0.75,0.7000000000000001,-0.04999999999999993
809,G_227,Relational,weighted,-2.0,0.8166666666666668,0.8166666666666668,0.0
810,H_027,Relational,weighted,-2.0,0.65,0.6499999999999999,-1.1102230246251565e-16
811,G_275,Relational,weighted,-2.0,0.15000000000000002,0.3666666666666667,0.21666666666666667
812,G_438,Relational,weighted,-2.0,0.0,0.0,0.0
813,G_044,Relational,weighted,-2.0,0.4000000000000001,0.2333333333333333,-0.16666666666666677
814,H_002,Relational,weighted,-2.0,0.016666666666666666,0.13333333333333333,0.11666666666666667
815,G_523,Relational,weighted,-2.0,0.9,0.9166666666666666,0.016666666666666607
816,G_312,Relational,weighted,-2.0,0.9500000000000001,0.9500000000000001,0.0
817,G_009,Relational,weighted,-2.0,0.85,0.9166666666666666,0.06666666666666665
818,H_087,Relational,weighted,-2.0,0.65,0.7657894736842105,0.11578947368421044
819,G_199,Relational,weighted,-2.0,0.9333333333333332,0.9,-0.033333333333333215
820,G_195,Relational,weighted,-2.0,0.21666666666666665,0.5333333333333333,0.31666666666666665
