,scenario_id,variation,vector_type,alpha,proportion_action2_base,proportion_action2_var,CPS
1040,G_312,Relational,weighted,5.0,0.9500000000000001,0.9,-0.050000000000000044
1041,G_009,Relational,weighted,5.0,0.85,0.8657894736842104,0.015789473684210464
1042,H_087,Relational,weighted,5.0,0.65,0.8666666666666667,0.21666666666666667
1043,G_199,Relational,weighted,5.0,0.9333333333333332,0.8666666666666667,-0.06666666666666654
1044,G_195,Relational,weighted,5.0,0.21666666666666665,0.7666666666666666,0.5499999999999999
1045,G_482,Relational,weighted,5.0,0.2333333333333333,0.20000000000000004,-0.03333333333333327
1046,H_084,Relational,weighted,5.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
1047,G_109,Relational,weighted,5.0,0.3,0.6657894736842106,0.3657894736842106
1048,H_023,Relational,weighted,5.0,0.03333333333333333,0.3,0.26666666666666666
1049,G_149,Relational,weighted,5.0,0.7333333333333334,0.6999999999999998,-0.03333333333333355
1050,G_113,Relational,weighted,5.0,0.75,0.85,0.09999999999999998
1051,G_269,Relational,weighted,5.0,0.20000000000000004,0.5166666666666667,0.31666666666666665
1052,G_592,Relational,weighted,5.0,0.8166666666666668,0.7833333333333332,-0.03333333333333355
1053,G_179,Relational,weighted,5.0,0.11666666666666665,0.05000000000000001,-0.06666666666666665
1054,G_240,Relational,weighted,5.0,0.5254385964912281,0.75,0.22456140350877185
1055,G_347,Relational,weighted,5.0,0.6666666666666666,0.75,0.08333333333333337
1056,G_163,Relational,unweighted,-5.0,0.9500000000000001,0.8833333333333334,-0.06666666666666665
1057,H_093,Relational,unweighted,-5.0,0.36666666666666664,0.5666666666666667,0.2
1058,G_114,Relational,unweighted,-5.0,0.4833333333333334,0.5666666666666667,0.08333333333333326
1059,G_104,Relational,unweighted,-5.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1060,G_123,Relational,unweighted,-5.0,0.30000000000000004,0.2166666666666667,-0.08333333333333334
1061,H_088,Relational,unweighted,-5.0,0.2333333333333333,0.15,-0.08333333333333331
1062,G_255,Relational,unweighted,-5.0,0.5499999999999999,0.55,1.1102230246251565e-16
1063,G_458,Relational,unweighted,-5.0,0.0,0.016666666666666666,0.016666666666666666
1064,G_401,Relational,unweighted,-5.0,0.75,0.8166666666666668,0.06666666666666676
1065,G_227,Relational,unweighted,-5.0,0.8166666666666668,0.8166666666666668,0.0
1066,H_027,Relational,unweighted,-5.0,0.65,0.6666666666666666,0.016666666666666607
1067,G_275,Relational,unweighted,-5.0,0.15000000000000002,0.18333333333333335,0.033333333333333326
1068,G_438,Relational,unweighted,-5.0,0.0,0.06666666666666667,0.06666666666666667
1069,G_044,Relational,unweighted,-5.0,0.4000000000000001,0.2833333333333334,-0.1166666666666667
1070,H_002,Relational,unweighted,-5.0,0.016666666666666666,0.09999999999999999,0.08333333333333333
1071,G_523,Relational,unweighted,-5.0,0.9,0.8666666666666667,-0.033333333333333326
1072,G_312,Relational,unweighted,-5.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1073,G_009,Relational,unweighted,-5.0,0.85,0.8833333333333333,0.033333333333333326
1074,H_087,Relational,unweighted,-5.0,0.65,0.8000000000000002,0.15000000000000013
1075,G_199,Relational,unweighted,-5.0,0.9333333333333332,0.8666666666666667,-0.06666666666666654
1076,G_195,Relational,unweighted,-5.0,0.21666666666666665,0.6464912280701754,0.4298245614035088
1077,G_482,Relational,unweighted,-5.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1078,H_084,Relational,unweighted,-5.0,0.9500000000000001,1.0,0.04999999999999993
1079,G_109,Relational,unweighted,-5.0,0.3,0.3666666666666667,0.06666666666666671
1080,H_023,Relational,unweighted,-5.0,0.03333333333333333,0.06666666666666667,0.03333333333333333
1081,G_149,Relational,unweighted,-5.0,0.7333333333333334,0.4333333333333333,-0.3000000000000001
1082,G_113,Relational,unweighted,-5.0,0.75,0.7000000000000001,-0.04999999999999993
1083,G_269,Relational,unweighted,-5.0,0.20000000000000004,0.6333333333333334,0.43333333333333335
1084,G_592,Relational,unweighted,-5.0,0.8166666666666668,0.6999999999999998,-0.11666666666666692
1085,G_179,Relational,unweighted,-5.0,0.11666666666666665,0.15,0.03333333333333334
1086,G_240,Relational,unweighted,-5.0,0.5254385964912281,0.35877192982456146,-0.16666666666666669
1087,G_347,Relational,unweighted,-5.0,0.6666666666666666,0.6166666666666667,-0.04999999999999993
1088,G_163,Relational,unweighted,-4.0,0.9500000000000001,0.85,-0.10000000000000009
1089,H_093,Relational,unweighted,-4.0,0.36666666666666664,0.5,0.13333333333333336
1090,G_114,Relational,unweighted,-4.0,0.4833333333333334,0.65,0.16666666666666663
1091,G_104,Relational,unweighted,-4.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1092,G_123,Relational,unweighted,-4.0,0.30000000000000004,0.3333333333333333,0.03333333333333327
1093,H_088,Relational,unweighted,-4.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1094,G_255,Relational,unweighted,-4.0,0.5499999999999999,0.6833333333333332,0.1333333333333333
1095,G_458,Relational,unweighted,-4.0,0.0,0.016666666666666666,0.016666666666666666
1096,G_401,Relational,unweighted,-4.0,0.75,0.75,0.0
1097,G_227,Relational,unweighted,-4.0,0.8166666666666668,0.8166666666666668,0.0
1098,H_027,Relational,unweighted,-4.0,0.65,0.7833333333333333,0.1333333333333333
1099,G_275,Relational,unweighted,-4.0,0.15000000000000002,0.26666666666666666,0.11666666666666664
1100,G_438,Relational,unweighted,-4.0,0.0,0.05000000000000001,0.05000000000000001
1101,G_044,Relational,unweighted,-4.0,0.4000000000000001,0.31666666666666665,-0.08333333333333343
1102,H_002,Relational,unweighted,-4.0,0.016666666666666666,0.13333333333333333,0.11666666666666667
1103,G_523,Relational,unweighted,-4.0,0.9,0.9333333333333332,0.033333333333333215
1104,G_312,Relational,unweighted,-4.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1105,G_009,Relational,unweighted,-4.0,0.85,0.9166666666666666,0.06666666666666665
1106,H_087,Relational,unweighted,-4.0,0.65,0.8000000000000002,0.15000000000000013
1107,G_199,Relational,unweighted,-4.0,0.9333333333333332,0.9,-0.033333333333333215
1108,G_195,Relational,unweighted,-4.0,0.21666666666666665,0.5166666666666667,0.30000000000000004
1109,G_482,Relational,unweighted,-4.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
1110,H_084,Relational,unweighted,-4.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1111,G_109,Relational,unweighted,-4.0,0.3,0.4000000000000001,0.10000000000000009
1112,H_023,Relational,unweighted,-4.0,0.03333333333333333,0.10000000000000002,0.06666666666666668
1113,G_149,Relational,unweighted,-4.0,0.7333333333333334,0.5,-0.2333333333333334
1114,G_113,Relational,unweighted,-4.0,0.75,0.7833333333333333,0.033333333333333326
1115,G_269,Relational,unweighted,-4.0,0.20000000000000004,0.5166666666666667,0.31666666666666665
1116,G_592,Relational,unweighted,-4.0,0.8166666666666668,0.7166666666666668,-0.09999999999999998
1117,G_179,Relational,unweighted,-4.0,0.11666666666666665,0.16666666666666666,0.05
1118,G_240,Relational,unweighted,-4.0,0.5254385964912281,0.5087719298245613,-0.01666666666666683
1119,G_347,Relational,unweighted,-4.0,0.6666666666666666,0.75,0.08333333333333337
1120,G_163,Relational,unweighted,-3.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1121,H_093,Relational,unweighted,-3.0,0.36666666666666664,0.6,0.23333333333333334
1122,G_114,Relational,unweighted,-3.0,0.4833333333333334,0.7333333333333334,0.25
1123,G_104,Relational,unweighted,-3.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1124,G_123,Relational,unweighted,-3.0,0.30000000000000004,0.4166666666666667,0.11666666666666664
1125,H_088,Relational,unweighted,-3.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1126,G_255,Relational,unweighted,-3.0,0.5499999999999999,0.5833333333333334,0.03333333333333344
1127,G_458,Relational,unweighted,-3.0,0.0,0.016666666666666666,0.016666666666666666
1128,G_401,Relational,unweighted,-3.0,0.75,0.8333333333333334,0.08333333333333337
1129,G_227,Relational,unweighted,-3.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1130,H_027,Relational,unweighted,-3.0,0.65,0.75,0.09999999999999998
1131,G_275,Relational,unweighted,-3.0,0.15000000000000002,0.16666666666666666,0.016666666666666635
1132,G_438,Relational,unweighted,-3.0,0.0,0.03333333333333333,0.03333333333333333
1133,G_044,Relational,unweighted,-3.0,0.4000000000000001,0.28596491228070176,-0.11403508771929832
1134,H_002,Relational,unweighted,-3.0,0.016666666666666666,0.13333333333333333,0.11666666666666667
1135,G_523,Relational,unweighted,-3.0,0.9,0.9166666666666666,0.016666666666666607
1136,G_312,Relational,unweighted,-3.0,0.9500000000000001,0.9,-0.050000000000000044
1137,G_009,Relational,unweighted,-3.0,0.85,0.8833333333333334,0.03333333333333344
1138,H_087,Relational,unweighted,-3.0,0.65,0.7833333333333333,0.1333333333333333
1139,G_199,Relational,unweighted,-3.0,0.9333333333333332,0.7833333333333332,-0.15000000000000002
1140,G_195,Relational,unweighted,-3.0,0.21666666666666665,0.6333333333333334,0.41666666666666674
1141,G_482,Relational,unweighted,-3.0,0.2333333333333333,0.15,-0.08333333333333331
1142,H_084,Relational,unweighted,-3.0,0.9500000000000001,1.0,0.04999999999999993
1143,G_109,Relational,unweighted,-3.0,0.3,0.43333333333333335,0.13333333333333336
1144,H_023,Relational,unweighted,-3.0,0.03333333333333333,0.15,0.11666666666666667
1145,G_149,Relational,unweighted,-3.0,0.7333333333333334,0.5499999999999999,-0.18333333333333346
1146,G_113,Relational,unweighted,-3.0,0.75,0.7999999999999999,0.04999999999999993
1147,G_269,Relational,unweighted,-3.0,0.20000000000000004,0.65,0.44999999999999996
1148,G_592,Relational,unweighted,-3.0,0.8166666666666668,0.7333333333333334,-0.08333333333333337
1149,G_179,Relational,unweighted,-3.0,0.11666666666666665,0.15,0.03333333333333334
1150,G_240,Relational,unweighted,-3.0,0.5254385964912281,0.4000000000000001,-0.12543859649122807
1151,G_347,Relational,unweighted,-3.0,0.6666666666666666,0.7166666666666667,0.050000000000000044
1152,G_163,Relational,unweighted,-2.0,0.9500000000000001,0.9,-0.050000000000000044
1153,H_093,Relational,unweighted,-2.0,0.36666666666666664,0.46666666666666673,0.10000000000000009
1154,G_114,Relational,unweighted,-2.0,0.4833333333333334,0.7000000000000001,0.21666666666666667
1155,G_104,Relational,unweighted,-2.0,0.049999999999999996,0.0,-0.049999999999999996
1156,G_123,Relational,unweighted,-2.0,0.30000000000000004,0.36666666666666664,0.0666666666666666
1157,H_088,Relational,unweighted,-2.0,0.2333333333333333,0.15,-0.08333333333333331
1158,G_255,Relational,unweighted,-2.0,0.5499999999999999,0.65,0.10000000000000009
1159,G_458,Relational,unweighted,-2.0,0.0,0.03333333333333333,0.03333333333333333
1160,G_401,Relational,unweighted,-2.0,0.75,0.8166666666666668,0.06666666666666676
1161,G_227,Relational,unweighted,-2.0,0.8166666666666668,0.8166666666666668,0.0
1162,H_027,Relational,unweighted,-2.0,0.65,0.7000000000000001,0.050000000000000044
1163,G_275,Relational,unweighted,-2.0,0.15000000000000002,0.35000000000000003,0.2
1164,G_438,Relational,unweighted,-2.0,0.0,0.06666666666666667,0.06666666666666667
1165,G_044,Relational,unweighted,-2.0,0.4000000000000001,0.2833333333333334,-0.1166666666666667
1166,H_002,Relational,unweighted,-2.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
1167,G_523,Relational,unweighted,-2.0,0.9,0.9500000000000001,0.050000000000000044
1168,G_312,Relational,unweighted,-2.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1169,G_009,Relational,unweighted,-2.0,0.85,0.9,0.050000000000000044
1170,H_087,Relational,unweighted,-2.0,0.65,0.75,0.09999999999999998
1171,G_199,Relational,unweighted,-2.0,0.9333333333333332,0.8666666666666666,-0.06666666666666665
1172,G_195,Relational,unweighted,-2.0,0.21666666666666665,0.65,0.43333333333333335
1173,G_482,Relational,unweighted,-2.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1174,H_084,Relational,unweighted,-2.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1175,G_109,Relational,unweighted,-2.0,0.3,0.3833333333333333,0.08333333333333331
1176,H_023,Relational,unweighted,-2.0,0.03333333333333333,0.18333333333333335,0.15000000000000002
1177,G_149,Relational,unweighted,-2.0,0.7333333333333334,0.48333333333333334,-0.25000000000000006
1178,G_113,Relational,unweighted,-2.0,0.75,0.75,0.0
1179,G_269,Relational,unweighted,-2.0,0.20000000000000004,0.5833333333333334,0.3833333333333333
1180,G_592,Relational,unweighted,-2.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
1181,G_179,Relational,unweighted,-2.0,0.11666666666666665,0.16666666666666666,0.05
1182,G_240,Relational,unweighted,-2.0,0.5254385964912281,0.4333333333333333,-0.09210526315789486
1183,G_347,Relational,unweighted,-2.0,0.6666666666666666,0.75,0.08333333333333337
1184,G_163,Relational,unweighted,-1.0,0.9500000000000001,0.9,-0.050000000000000044
1185,H_093,Relational,unweighted,-1.0,0.36666666666666664,0.6333333333333333,0.26666666666666666
1186,G_114,Relational,unweighted,-1.0,0.4833333333333334,0.6499999999999999,0.16666666666666652
1187,G_104,Relational,unweighted,-1.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1188,G_123,Relational,unweighted,-1.0,0.30000000000000004,0.4666666666666666,0.16666666666666657
1189,H_088,Relational,unweighted,-1.0,0.2333333333333333,0.20000000000000004,-0.03333333333333327
1190,G_255,Relational,unweighted,-1.0,0.5499999999999999,0.5666666666666668,0.01666666666666683
1191,G_458,Relational,unweighted,-1.0,0.0,0.06666666666666667,0.06666666666666667
1192,G_401,Relational,unweighted,-1.0,0.75,0.8166666666666668,0.06666666666666676
1193,G_227,Relational,unweighted,-1.0,0.8166666666666668,0.8333333333333334,0.016666666666666607
1194,H_027,Relational,unweighted,-1.0,0.65,0.8000000000000002,0.15000000000000013
1195,G_275,Relational,unweighted,-1.0,0.15000000000000002,0.25,0.09999999999999998
1196,G_438,Relational,unweighted,-1.0,0.0,0.09999999999999999,0.09999999999999999
1197,G_044,Relational,unweighted,-1.0,0.4000000000000001,0.26666666666666666,-0.13333333333333341
1198,H_002,Relational,unweighted,-1.0,0.016666666666666666,0.08333333333333333,0.06666666666666667
1199,G_523,Relational,unweighted,-1.0,0.9,0.9833333333333334,0.08333333333333337
1200,G_312,Relational,unweighted,-1.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1201,G_009,Relational,unweighted,-1.0,0.85,0.9,0.050000000000000044
1202,H_087,Relational,unweighted,-1.0,0.65,0.85,0.19999999999999996
1203,G_199,Relational,unweighted,-1.0,0.9333333333333332,0.8833333333333334,-0.04999999999999982
1204,G_195,Relational,unweighted,-1.0,0.21666666666666665,0.6,0.3833333333333333
1205,G_482,Relational,unweighted,-1.0,0.2333333333333333,0.13333333333333333,-0.09999999999999998
1206,H_084,Relational,unweighted,-1.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1207,G_109,Relational,unweighted,-1.0,0.3,0.4259259259259259,0.12592592592592589
1208,H_023,Relational,unweighted,-1.0,0.03333333333333333,0.18333333333333335,0.15000000000000002
1209,G_149,Relational,unweighted,-1.0,0.7333333333333334,0.5499999999999999,-0.18333333333333346
1210,G_113,Relational,unweighted,-1.0,0.75,0.7833333333333333,0.033333333333333326
1211,G_269,Relational,unweighted,-1.0,0.20000000000000004,0.6166666666666666,0.4166666666666665
1212,G_592,Relational,unweighted,-1.0,0.8166666666666668,0.75,-0.06666666666666676
1213,G_179,Relational,unweighted,-1.0,0.11666666666666665,0.18333333333333335,0.0666666666666667
1214,G_240,Relational,unweighted,-1.0,0.5254385964912281,0.4166666666666667,-0.10877192982456146
1215,G_347,Relational,unweighted,-1.0,0.6666666666666666,0.6166666666666667,-0.04999999999999993
1216,G_163,Relational,unweighted,0.0,0.9500000000000001,0.85,-0.10000000000000009
1217,H_093,Relational,unweighted,0.0,0.36666666666666664,0.5833333333333334,0.21666666666666673
1218,G_114,Relational,unweighted,0.0,0.4833333333333334,0.7000000000000001,0.21666666666666667
1219,G_104,Relational,unweighted,0.0,0.049999999999999996,0.03333333333333333,-0.016666666666666663
1220,G_123,Relational,unweighted,0.0,0.30000000000000004,0.5333333333333333,0.23333333333333328
1221,H_088,Relational,unweighted,0.0,0.2333333333333333,0.19999999999999998,-0.033333333333333326
1222,G_255,Relational,unweighted,0.0,0.5499999999999999,0.6131578947368421,0.06315789473684219
1223,G_458,Relational,unweighted,0.0,0.0,0.016666666666666666,0.016666666666666666
1224,G_401,Relational,unweighted,0.0,0.75,0.7999999999999999,0.04999999999999993
1225,G_227,Relational,unweighted,0.0,0.8166666666666668,0.8166666666666668,0.0
1226,H_027,Relational,unweighted,0.0,0.65,0.7000000000000001,0.050000000000000044
1227,G_275,Relational,unweighted,0.0,0.15000000000000002,0.15,-2.7755575615628914e-17
1228,G_438,Relational,unweighted,0.0,0.0,0.10000000000000002,0.10000000000000002
1229,G_044,Relational,unweighted,0.0,0.4000000000000001,0.26666666666666666,-0.13333333333333341
1230,H_002,Relational,unweighted,0.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
1231,G_523,Relational,unweighted,0.0,0.9,0.9500000000000001,0.050000000000000044
1232,G_312,Relational,unweighted,0.0,0.9500000000000001,0.9500000000000001,0.0
1233,G_009,Relational,unweighted,0.0,0.85,0.9333333333333332,0.08333333333333326
1234,H_087,Relational,unweighted,0.0,0.65,0.85,0.19999999999999996
1235,G_199,Relational,unweighted,0.0,0.9333333333333332,0.8833333333333333,-0.04999999999999993
1236,G_195,Relational,unweighted,0.0,0.21666666666666665,0.6833333333333332,0.46666666666666656
1237,G_482,Relational,unweighted,0.0,0.2333333333333333,0.23333333333333336,5.551115123125783e-17
1238,H_084,Relational,unweighted,0.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1239,G_109,Relational,unweighted,0.0,0.3,0.48333333333333334,0.18333333333333335
1240,H_023,Relational,unweighted,0.0,0.03333333333333333,0.11666666666666665,0.08333333333333331
1241,G_149,Relational,unweighted,0.0,0.7333333333333334,0.6,-0.13333333333333341
1242,G_113,Relational,unweighted,0.0,0.75,0.7999999999999999,0.04999999999999993
1243,G_269,Relational,unweighted,0.0,0.20000000000000004,0.6333333333333334,0.43333333333333335
1244,G_592,Relational,unweighted,0.0,0.8166666666666668,0.7833333333333333,-0.03333333333333344
1245,G_179,Relational,unweighted,0.0,0.11666666666666665,0.15,0.03333333333333334
1246,G_240,Relational,unweighted,0.0,0.5254385964912281,0.5666666666666667,0.0412280701754385
1247,G_347,Relational,unweighted,0.0,0.6666666666666666,0.7166666666666667,0.050000000000000044
1248,G_163,Relational,unweighted,1.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
1249,H_093,Relational,unweighted,1.0,0.36666666666666664,0.4833333333333334,0.11666666666666675
1250,G_114,Relational,unweighted,1.0,0.4833333333333334,0.7666666666666666,0.2833333333333332
1251,G_104,Relational,unweighted,1.0,0.049999999999999996,0.0,-0.049999999999999996
1252,G_123,Relational,unweighted,1.0,0.30000000000000004,0.48333333333333334,0.1833333333333333
1253,H_088,Relational,unweighted,1.0,0.2333333333333333,0.16666666666666666,-0.06666666666666665
1254,G_255,Relational,unweighted,1.0,0.5499999999999999,0.7166666666666667,0.16666666666666674
1255,G_458,Relational,unweighted,1.0,0.0,0.016666666666666666,0.016666666666666666
1256,G_401,Relational,unweighted,1.0,0.75,0.8333333333333334,0.08333333333333337
1257,G_227,Relational,unweighted,1.0,0.8166666666666668,0.8166666666666668,0.0
1258,H_027,Relational,unweighted,1.0,0.65,0.7833333333333332,0.1333333333333332
1259,G_275,Relational,unweighted,1.0,0.15000000000000002,0.3166666666666667,0.16666666666666669
1260,G_438,Relational,unweighted,1.0,0.0,0.08333333333333333,0.08333333333333333
1261,G_044,Relational,unweighted,1.0,0.4000000000000001,0.3666666666666667,-0.03333333333333338
1262,H_002,Relational,unweighted,1.0,0.016666666666666666,0.049999999999999996,0.033333333333333326
1263,G_523,Relational,unweighted,1.0,0.9,0.9500000000000001,0.050000000000000044
1264,G_312,Relational,unweighted,1.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
1265,G_009,Relational,unweighted,1.0,0.85,0.8482456140350877,-0.0017543859649122862
1266,H_087,Relational,unweighted,1.0,0.65,0.8333333333333334,0.18333333333333335
1267,G_199,Relational,unweighted,1.0,0.9333333333333332,0.8666666666666667,-0.06666666666666654
1268,G_195,Relational,unweighted,1.0,0.21666666666666665,0.6333333333333333,0.41666666666666663
1269,G_482,Relational,unweighted,1.0,0.2333333333333333,0.09999999999999999,-0.1333333333333333
1270,H_084,Relational,unweighted,1.0,0.9500000000000001,0.9666666666666667,0.016666666666666607
1271,G_109,Relational,unweighted,1.0,0.3,0.5166666666666667,0.21666666666666673
1272,H_023,Relational,unweighted,1.0,0.03333333333333333,0.16666666666666666,0.13333333333333333
1273,G_149,Relational,unweighted,1.0,0.7333333333333334,0.6,-0.13333333333333341
1274,G_113,Relational,unweighted,1.0,0.75,0.7666666666666666,0.016666666666666607
1275,G_269,Relational,unweighted,1.0,0.20000000000000004,0.5596491228070176,0.35964912280701755
1276,G_592,Relational,unweighted,1.0,0.8166666666666668,0.6947368421052632,-0.12192982456140355
1277,G_179,Relational,unweighted,1.0,0.11666666666666665,0.13333333333333333,0.016666666666666677
1278,G_240,Relational,unweighted,1.0,0.5254385964912281,0.6333333333333333,0.10789473684210515
1279,G_347,Relational,unweighted,1.0,0.6666666666666666,0.6666666666666666,0.0
1280,G_163,Relational,unweighted,2.0,0.9500000000000001,0.8999999999999999,-0.050000000000000155
1281,H_093,Relational,unweighted,2.0,0.36666666666666664,0.5333333333333333,0.16666666666666669
1282,G_114,Relational,unweighted,2.0,0.4833333333333334,0.730701754385965,0.24736842105263157
1283,G_104,Relational,unweighted,2.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1284,G_123,Relational,unweighted,2.0,0.30000000000000004,0.45,0.14999999999999997
1285,H_088,Relational,unweighted,2.0,0.2333333333333333,0.18333333333333335,-0.04999999999999996
1286,G_255,Relational,unweighted,2.0,0.5499999999999999,0.6,0.050000000000000044
1287,G_458,Relational,unweighted,2.0,0.0,0.016666666666666666,0.016666666666666666
1288,G_401,Relational,unweighted,2.0,0.75,0.8333333333333334,0.08333333333333337
1289,G_227,Relational,unweighted,2.0,0.8166666666666668,0.85,0.033333333333333215
1290,H_027,Relational,unweighted,2.0,0.65,0.7333333333333334,0.08333333333333337
1291,G_275,Relational,unweighted,2.0,0.15000000000000002,0.2833333333333334,0.13333333333333336
1292,G_438,Relational,unweighted,2.0,0.0,0.11666666666666665,0.11666666666666665
1293,G_044,Relational,unweighted,2.0,0.4000000000000001,0.3499999999999999,-0.050000000000000155
1294,H_002,Relational,unweighted,2.0,0.016666666666666666,0.09999999999999999,0.08333333333333333
1295,G_523,Relational,unweighted,2.0,0.9,0.9833333333333334,0.08333333333333337
1296,G_312,Relational,unweighted,2.0,0.9500000000000001,0.9333333333333332,-0.01666666666666683
1297,G_009,Relational,unweighted,2.0,0.85,0.9,0.050000000000000044
1298,H_087,Relational,unweighted,2.0,0.65,0.8333333333333334,0.18333333333333335
1299,G_199,Relational,unweighted,2.0,0.9333333333333332,0.9,-0.033333333333333215
1300,G_195,Relational,unweighted,2.0,0.21666666666666665,0.6666666666666666,0.44999999999999996
1301,G_482,Relational,unweighted,2.0,0.2333333333333333,0.20000000000000004,-0.03333333333333327
1302,H_084,Relational,unweighted,2.0,0.9500000000000001,0.9833333333333334,0.033333333333333326
1303,G_109,Relational,unweighted,2.0,0.3,0.5,0.2
1304,H_023,Relational,unweighted,2.0,0.03333333333333333,0.18333333333333335,0.15000000000000002
1305,G_149,Relational,unweighted,2.0,0.7333333333333334,0.5333333333333333,-0.20000000000000007
1306,G_113,Relational,unweighted,2.0,0.75,0.8166666666666668,0.06666666666666676
1307,G_269,Relational,unweighted,2.0,0.20000000000000004,0.6,0.3999999999999999
1308,G_592,Relational,unweighted,2.0,0.8166666666666668,0.8166666666666668,0.0
1309,G_179,Relational,unweighted,2.0,0.11666666666666665,0.11666666666666665,0.0
1310,G_240,Relational,unweighted,2.0,0.5254385964912281,0.5,-0.02543859649122815
1311,G_347,Relational,unweighted,2.0,0.6666666666666666,0.7096491228070176,0.04298245614035101
1312,G_163,Relational,unweighted,3.0,0.9500000000000001,0.8999999999999999,-0.050000000000000155
1313,H_093,Relational,unweighted,3.0,0.36666666666666664,0.5666666666666668,0.20000000000000012
1314,G_114,Relational,unweighted,3.0,0.4833333333333334,0.7333333333333334,0.25
1315,G_104,Relational,unweighted,3.0,0.049999999999999996,0.016666666666666666,-0.033333333333333326
1316,G_123,Relational,unweighted,3.0,0.30000000000000004,0.5499999999999999,0.2499999999999999
1317,H_088,Relational,unweighted,3.0,0.2333333333333333,0.21666666666666667,-0.016666666666666635
1318,G_255,Relational,unweighted,3.0,0.5499999999999999,0.6833333333333335,0.13333333333333353
1319,G_458,Relational,unweighted,3.0,0.0,0.049999999999999996,0.049999999999999996
1320,G_401,Relational,unweighted,3.0,0.75,0.85,0.09999999999999998
1321,G_227,Relational,unweighted,3.0,0.8166666666666668,0.8833333333333333,0.06666666666666654
1322,H_027,Relational,unweighted,3.0,0.65,0.7999999999999999,0.1499999999999999
1323,G_275,Relational,unweighted,3.0,0.15000000000000002,0.3333333333333333,0.1833333333333333
1324,G_438,Relational,unweighted,3.0,0.0,0.11666666666666665,0.11666666666666665
1325,G_044,Relational,unweighted,3.0,0.4000000000000001,0.31666666666666665,-0.08333333333333343
1326,H_002,Relational,unweighted,3.0,0.016666666666666666,0.11666666666666665,0.09999999999999999
1327,G_523,Relational,unweighted,3.0,0.9,0.9666666666666667,0.06666666666666665
1328,G_312,Relational,unweighted,3.0,0.9500000000000001,0.9500000000000001,0.0
1329,G_009,Relational,unweighted,3.0,0.85,0.9,0.050000000000000044
1330,H_087,Relational,unweighted,3.0,0.65,0.8166666666666668,0.16666666666666674
1331,G_199,Relational,unweighted,3.0,0.9333333333333332,0.9166666666666666,-0.016666666666666607
1332,G_195,Relational,unweighted,3.0,0.21666666666666665,0.7000000000000001,0.4833333333333334
1333,G_482,Relational,unweighted,3.0,0.2333333333333333,0.2833333333333334,0.05000000000000007
1334,H_084,Relational,unweighted,3.0,0.9500000000000001,0.9166666666666666,-0.03333333333333344
1335,G_109,Relational,unweighted,3.0,0.3,0.45,0.15000000000000002
1336,H_023,Relational,unweighted,3.0,0.03333333333333333,0.26842105263157895,0.23508771929824562
1337,G_149,Relational,unweighted,3.0,0.7333333333333334,0.5,-0.2333333333333334
1338,G_113,Relational,unweighted,3.0,0.75,0.75,0.0
1339,G_269,Relational,unweighted,3.0,0.20000000000000004,0.6666666666666666,0.46666666666666656
1340,G_592,Relational,unweighted,3.0,0.8166666666666668,0.7666666666666666,-0.050000000000000155
1341,G_179,Relational,unweighted,3.0,0.11666666666666665,0.09999999999999999,-0.016666666666666663
1342,G_240,Relational,unweighted,3.0,0.5254385964912281,0.6464912280701754,0.1210526315789473
1343,G_347,Relational,unweighted,3.0,0.6666666666666666,0.7166666666666667,0.050000000000000044
1344,G_163,Relational,unweighted,4.0,0.9500000000000001,0.8333333333333334,-0.1166666666666667
1345,H_093,Relational,unweighted,4.0,0.36666666666666664,0.5333333333333333,0.16666666666666669
1346,G_114,Relational,unweighted,4.0,0.4833333333333334,0.7000000000000001,0.21666666666666667
1347,G_104,Relational,unweighted,4.0,0.049999999999999996,0.0,-0.049999999999999996
1348,G_123,Relational,unweighted,4.0,0.30000000000000004,0.5833333333333334,0.2833333333333333
